1	16	3	13	2	15	4	10	5	14	6	9	7	12	8	11	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
262170	319390	322400	220760	396610	224910	492580	404700	259320	424670	432470	242980	412320	440120	347960	319750	-1	2	2	2	15.9	15.9	15.9	18.798	0	12.674	1413300000	2	Q9DCZ4-2;Q9DCZ4;Q9DCZ4-3	Q9DCZ4-2;Q9DCZ4;Q9DCZ4-3	Apolipoprotein O	Apoo	7812	sp|Q9DCZ4-2|MIC26_MOUSE Isoform 2 of MICOS complex subunit Mic26 OS=Mus musculus OX=10090 GN=Apoo;sp|Q9DCZ4|MIC26_MOUSE MICOS complex subunit Mic26 OS=Mus musculus OX=10090 GN=Apoo PE=1 SV=2;sp|Q9DCZ4-3|MIC26_MOUSE Isoform 3 of MICOS complex subunit Mic26
150140	63298	123510	81142	144180	58021	132140	149680	96437	77631	108300	174560	106300	132740	64241	139590	-1	5	2	2	25.2	12.4	12.4	22.77	0	26.127	198360000	2	Q9DD03	Q9DD03	Ras-related protein Rab-13	Rab13	7813	sp|Q9DD03|RAB13_MOUSE Ras-related protein Rab-13 OS=Mus musculus OX=10090 GN=Rab13 PE=1 SV=1
11013	5629.39990234375	6784.89990234375	10572	7114.10009765625	5907.89990234375	6560.89990234375	8773.400390625	8567.7001953125	7445.7998046875	7868.10009765625	14875	8554.099609375	5735.10009765625	4556.7001953125	6700.7998046875	-1	2	2	2	14.8	14.8	14.8	23.384	0	87.059	45198000	1	Q9DD18;Q9DD18-2	Q9DD18;Q9DD18-2	D-tyrosyl-tRNA(Tyr) deacylase 1	Dtd1	7814	sp|Q9DD18|DTD1_MOUSE D-aminoacyl-tRNA deacylase 1 OS=Mus musculus OX=10090 GN=Dtd1 PE=1 SV=2;sp|Q9DD18-2|DTD1_MOUSE Isoform 2 of D-aminoacyl-tRNA deacylase 1 OS=Mus musculus OX=10090 GN=Dtd1
39138	47885	72968	47531	70796	48644	50557	73574	48084	84243	92190	47906	74990	50719	49247	66359	-1	1	1	1	11.5	11.5	11.5	12.664	0	24.266	110740000	2	Q9DD24	Q9DD24	WW domain-binding protein 5	Wbp5	7815	sp|Q9DD24|TCAL9_MOUSE Transcription elongation factor A protein-like 9 OS=Mus musculus OX=10090 GN=Tceal9 PE=3 SV=1
134040	50271	248710	34861	621860	61334	235170	649210	34392	83668	106090	134780	77233	233600	42627	303550	-1	4	4	4	24.8	24.8	24.8	24.8	0	30.407	332930000	5	Q9EP52	Q9EP52	Twisted gastrulation protein homolog 1	Twsg1	7817	sp|Q9EP52|TWSG1_MOUSE Twisted gastrulation protein homolog 1 OS=Mus musculus OX=10090 GN=Twsg1 PE=1 SV=1
124400	49278	119890	103030	93162	78823	64534	105460	92419	87507	96947	141050	130750	66326	40736	124470	-1	13	13	13	17.6	17.6	17.6	128.67	0	74.316	218570000	8	Q9EP53-2;Q9EP53;Q9EP53-4;Q9EP53-3	Q9EP53-2;Q9EP53;Q9EP53-4;Q9EP53-3	Hamartin	Tsc1	7818	sp|Q9EP53-2|TSC1_MOUSE Isoform 2 of Hamartin OS=Mus musculus OX=10090 GN=Tsc1;sp|Q9EP53|TSC1_MOUSE Hamartin OS=Mus musculus OX=10090 GN=Tsc1 PE=1 SV=1;sp|Q9EP53-4|TSC1_MOUSE Isoform 4 of Hamartin OS=Mus musculus OX=10090 GN=Tsc1;sp|Q9EP53-3|TSC1_MOUSE Isof
4020800	3017000	3126200	3046300	4300000	2166200	5187100	4324400	2837200	3315500	3397900	4162100	3015300	5054400	2570800	3500100	-1	26	26	26	40.9	40.9	40.9	66.943	0	105.18	12246000000	37	Q9EP69	Q9EP69	Phosphatidylinositide phosphatase SAC1	Sacm1l	7819	sp|Q9EP69|SAC1_MOUSE Phosphatidylinositol-3-phosphatase SAC1 OS=Mus musculus OX=10090 GN=Sacm1l PE=1 SV=1
3531000	4860900	5218100	5243100	4362700	5967200	4310200	4620000	5256300	6553400	6793600	3422800	9019800	4672700	4380100	5514300	-1	64	64	64	64.9	64.9	64.9	108.85	0	323.31	20155000000	77	Q9EP71;Q2M3X8-2;Q2M3X8;Q2M3X8-3;Q2M3X8-4	Q9EP71	Ankycorbin	Rai14	7820	sp|Q9EP71|RAI14_MOUSE Ankycorbin OS=Mus musculus OX=10090 GN=Rai14 PE=1 SV=1
507860	182720	437630	312010	696510	231050	539090	662660	311610	458080	473380	518270	400640	454930	199490	471480	-1	7	7	7	26.1	26.1	26.1	26.31	0	12.94	1329800000	10	Q9EP72	Q9EP72	ER membrane protein complex subunit 7	Emc7	7821	sp|Q9EP72|EMC7_MOUSE ER membrane protein complex subunit 7 OS=Mus musculus OX=10090 GN=Emc7 PE=1 SV=1
13288	10363	15074	12560	12433	11620	13734	9738.099609375	11263	19134	21377	10342	16345	10407	10078	12688	-1	8	8	8	8.7	8.7	8.7	45.755	0	101	26065000	3	Q9EP82	Q9EP82	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	Wdr4	7822	sp|Q9EP82|WDR4_MOUSE tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 OS=Mus musculus OX=10090 GN=Wdr4 PE=1 SV=2
294370	297820	285980	305310	309750	169030	539000	351000	278850	312550	336000	342880	335610	476610	340630	306380	-1	11	11	11	23.4	23.4	23.4	60.705	0	19.395	521840000	12	Q9EP89	Q9EP89	Serine beta-lactamase-like protein LACTB, mitochondrial	Lactb	7823	sp|Q9EP89|LACTB_MOUSE Serine beta-lactamase-like protein LACTB, mitochondrial OS=Mus musculus OX=10090 GN=Lactb PE=1 SV=1
271090	235080	339820	264820	337050	262830	364860	411020	239160	400010	450170	326400	395480	359200	224210	402650	-1	14	14	14	29.4	29.4	29.4	64.402	0	323.31	671600000	9	Q9EP97	Q9EP97	Sentrin-specific protease 3	Senp3	7824	sp|Q9EP97|SENP3_MOUSE Sentrin-specific protease 3 OS=Mus musculus OX=10090 GN=Senp3 PE=1 SV=1
5312	4790.89990234375	6426.60009765625	2847.89990234375	6138.10009765625	4659.5	6464.60009765625	8007.39990234375	5855.7998046875	5014.7001953125	7682.5	5630.2001953125	3113.69995117188	5247.60009765625	3423.69995117188	8347	-1	2	2	2	10.2	10.2	10.2	32.355	0	3.8523	0	1	Q9EPA7	Q9EPA7	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	Nmnat1	7825	sp|Q9EPA7|NMNA1_MOUSE Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 OS=Mus musculus OX=10090 GN=Nmnat1 PE=1 SV=2
757230	400910	617300	571070	1250100	458540	694000	1202100	591400	888080	1009100	756700	668510	684740	408060	614270	-1	12	12	12	34.7	34.7	34.7	35.31	0	60.4	1853700000	13	Q9EPB5	Q9EPB5	Serine hydrolase-like protein	Serhl	7826	sp|Q9EPB5|SERHL_MOUSE Serine hydrolase-like protein OS=Mus musculus OX=10090 GN=Serhl PE=1 SV=1
2586100	2462800	2827000	2406000	3182500	2573500	2727900	3143800	2271300	3372100	3302600	2573500	3872500	2569600	2150000	2730500	-1	24	24	23	44.9	44.9	43	42.329	0	264.79	7298700000	25	Q9EPC1	Q9EPC1	Alpha-parvin	Parva	7827	sp|Q9EPC1|PARVA_MOUSE Alpha-parvin OS=Mus musculus OX=10090 GN=Parva PE=1 SV=1
2578100	1200700	2629100	1533700	3940100	1110300	3523600	4234400	1349000	2251200	2481700	2799600	1820400	3106600	1271100	2769800	-1	38	38	38	31.2	31.2	31.2	132.39	0	206.62	6130900000	44	Q9EPE9	Q9EPE9	Manganese-transporting ATPase 13A1	Atp13a1	7828	sp|Q9EPE9|AT131_MOUSE Manganese-transporting ATPase 13A1 OS=Mus musculus OX=10090 GN=Atp13a1 PE=1 SV=2
743450	289760	800300	382070	1113900	336950	499180	1175400	400630	562710	702730	750330	563390	500810	287770	758120	-1	14	14	14	40.1	40.1	40.1	42.956	0	323.31	1492500000	10	Q9EPJ9-2;Q9EPJ9	Q9EPJ9-2;Q9EPJ9	ADP-ribosylation factor GTPase-activating protein 1	Arfgap1	7829	sp|Q9EPJ9-2|ARFG1_MOUSE Isoform 2 of ADP-ribosylation factor GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Arfgap1;sp|Q9EPJ9|ARFG1_MOUSE ADP-ribosylation factor GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Arfgap1 PE=1 SV=2
118750	136560	154250	130240	128260	131470	200170	167420	126850	170250	214170	140410	200040	176000	144800	183710	-1	8	8	8	19.6	19.6	19.6	36.56	0	12.743	654080000	8	Q9EPK2-3;Q9EPK2;Q9EPK2-2;Q9EPK2-4	Q9EPK2-3;Q9EPK2;Q9EPK2-2;Q9EPK2-4	Protein XRP2	Rp2	7830	sp|Q9EPK2-3|XRP2_MOUSE Isoform 3 of Protein XRP2 OS=Mus musculus OX=10090 GN=Rp2;sp|Q9EPK2|XRP2_MOUSE Protein XRP2 OS=Mus musculus OX=10090 GN=Rp2 PE=1 SV=3;sp|Q9EPK2-2|XRP2_MOUSE Isoform 2 of Protein XRP2 OS=Mus musculus OX=10090 GN=Rp2;sp|Q9EPK2-4|XRP2_M
105520	106630	142930	91703	141130	123460	144760	150040	85462	181240	179190	135470	195630	133340	115070	122440	-1	3	3	3	12.4	12.4	12.4	43.619	0	47.473	378710000	2	Q9EPK5;Q9EPK5-2	Q9EPK5;Q9EPK5-2	WW domain-containing transcription regulator protein 1	Wwtr1	7831	sp|Q9EPK5|WWTR1_MOUSE WW domain-containing transcription regulator protein 1 OS=Mus musculus OX=10090 GN=Wwtr1 PE=1 SV=2;sp|Q9EPK5-2|WWTR1_MOUSE Isoform 2 of WW domain-containing transcription regulator protein 1 OS=Mus musculus OX=10090 GN=Wwtr1
327760	143320	707880	157580	1241500	229240	671120	1247100	144960	442360	534090	330690	431110	614130	159460	715360	-1	9	9	9	21.3	21.3	21.3	52.429	0	55.231	1915700000	11	Q9EPK6	Q9EPK6	Nucleotide exchange factor SIL1	Sil1	7832	sp|Q9EPK6|SIL1_MOUSE Nucleotide exchange factor SIL1 OS=Mus musculus OX=10090 GN=Sil1 PE=1 SV=2
1075900	696230	1163200	892950	1192200	901740	823860	1153600	917760	1276400	1394300	1031900	1418800	816670	696160	1012200	-1	16	16	15	18	18	16.7	123.81	0	52.02	2070900000	17	Q9EPK7;Q9EPK7-2	Q9EPK7;Q9EPK7-2	Exportin-7	Xpo7	7833	sp|Q9EPK7|XPO7_MOUSE Exportin-7 OS=Mus musculus OX=10090 GN=Xpo7 PE=1 SV=3;sp|Q9EPK7-2|XPO7_MOUSE Isoform 2 of Exportin-7 OS=Mus musculus OX=10090 GN=Xpo7
114480	47321	138010	69222	120820	65017	109460	144800	66762	81089	97953	141730	118350	116970	49762	161240	-1	5	5	5	6.2	6.2	6.2	96.81	0	8.2933	117030000	5	Q9EPL0	Q9EPL0	Xylosyltransferase 2	Xylt2	7834	sp|Q9EPL0|XYLT2_MOUSE Xylosyltransferase 2 OS=Mus musculus OX=10090 GN=Xylt2 PE=2 SV=3
105300	35207	50865	59859	98153	38656	49338	98694	61641	52933	45789	105200	44687	61314	26769	57135	-1	2	2	2	3.3	3.3	3.3	107.75	0	10.007	105960000	3	Q9EPL2-2;Q9EPL2	Q9EPL2-2;Q9EPL2	Calsyntenin-1;Soluble Alc-alpha;CTF1-alpha	Clstn1	7835	sp|Q9EPL2-2|CSTN1_MOUSE Isoform 2 of Calsyntenin-1 OS=Mus musculus OX=10090 GN=Clstn1;sp|Q9EPL2|CSTN1_MOUSE Calsyntenin-1 OS=Mus musculus OX=10090 GN=Clstn1 PE=1 SV=1
147650	58709	131670	98846	132260	59511	160120	140870	94188	110750	113410	148280	105740	125800	63655	127960	-1	5	5	5	18.6	18.6	18.6	36.426	0	8.1034	166400000	7	Q9EPL4	Q9EPL4	Methyltransferase-like protein 9	Mettl9	7836	sp|Q9EPL4|METL9_MOUSE Methyltransferase-like protein 9 OS=Mus musculus OX=10090 GN=Mettl9 PE=1 SV=1
2428300	1205500	2267800	1273500	935150	1259200	1878900	921200	1341200	835340	976780	2149500	1948900	1528600	1290300	1848900	-1	19	19	18	15.2	15.2	14.3	119.49	0	98.564	5938100000	23	Q9EPL8	Q9EPL8	Importin-7	Ipo7	7837	sp|Q9EPL8|IPO7_MOUSE Importin-7 OS=Mus musculus OX=10090 GN=Ipo7 PE=1 SV=2
251010	294330	370610	156660	352000	239060	534480	365130	174550	344320	387080	278190	429030	491810	295740	394880	-1	11	11	10	20.7	20.7	17.3	78.403	0	65.243	951400000	11	Q9EPL9	Q9EPL9	Peroxisomal acyl-coenzyme A oxidase 3	Acox3	7838	sp|Q9EPL9|ACOX3_MOUSE Peroxisomal acyl-coenzyme A oxidase 3 OS=Mus musculus OX=10090 GN=Acox3 PE=1 SV=2
11527	36794	23699	10458	20353	15662	41242	27907	7368.60009765625	29107	27770	13348	24675	38633	36969	24578	-1	8	8	8	22.3	22.3	22.3	53.629	0	193.72	103080000	5	Q9EPM5;Q9EPM5-2;Q9EPM5-3	Q9EPM5;Q9EPM5-2;Q9EPM5-3	Syncoilin	Sync	7839	sp|Q9EPM5|SYNCI_MOUSE Syncoilin OS=Mus musculus OX=10090 GN=Sync PE=1 SV=1;sp|Q9EPM5-2|SYNCI_MOUSE Isoform 2 of Syncoilin OS=Mus musculus OX=10090 GN=Sync;sp|Q9EPM5-3|SYNCI_MOUSE Isoform 3 of Syncoilin OS=Mus musculus OX=10090 GN=Sync
359130	348510	274430	341900	199150	252230	388700	216970	291290	276990	261010	370070	382130	392310	305220	274740	-1	23	20	20	10.8	9.8	9.8	323.2	0	323.31	548640000	17	Q9EPN1-3;Q9EPN1-4;Q9EPN1;Q9EPN1-2	Q9EPN1-3;Q9EPN1-4;Q9EPN1	Neurobeachin	Nbea	7840	sp|Q9EPN1-3|NBEA_MOUSE Isoform 3 of Neurobeachin OS=Mus musculus OX=10090 GN=Nbea;sp|Q9EPN1-4|NBEA_MOUSE Isoform 4 of Neurobeachin OS=Mus musculus OX=10090 GN=Nbea;sp|Q9EPN1|NBEA_MOUSE Neurobeachin OS=Mus musculus OX=10090 GN=Nbea PE=1 SV=1
40994	7834.5	43784	25147	44539	27895	10619	38137	24928	34972	47944	35357	52871	8332.5	11578	38158	-1	1	1	1	5.2	5.2	5.2	23.922	0.002667	1.7318	26986000	1	Q9EPQ7	Q9EPQ7	StAR-related lipid transfer protein 5	Stard5	7841	sp|Q9EPQ7|STAR5_MOUSE StAR-related lipid transfer protein 5 OS=Mus musculus OX=10090 GN=Stard5 PE=1 SV=2
127820	120630	137900	118270	216330	106290	158370	236850	104660	239740	247130	153110	147530	157660	108440	154430	-1	29	29	28	21.4	21.4	21	213.56	0	323.31	566520000	13	Q9EPQ8-2;Q9EPQ8	Q9EPQ8-2;Q9EPQ8	Transcription factor 20	Tcf20	7842	sp|Q9EPQ8-2|TCF20_MOUSE Isoform 2 of Transcription factor 20 OS=Mus musculus OX=10090 GN=Tcf20;sp|Q9EPQ8|TCF20_MOUSE Transcription factor 20 OS=Mus musculus OX=10090 GN=Tcf20 PE=1 SV=3
9794.900390625	7295.10009765625	18601	4909.60009765625	24248	7085.10009765625	23749	27241	3963.39990234375	16544	20416	10628	11396	19322	8787.599609375	16485	-1	1	1	1	9.8	9.8	9.8	17.199	0.0054991	1.4361	92360000	1	Q9EPR2-2;Q9EPR2	Q9EPR2-2;Q9EPR2	Group XIIA secretory phospholipase A2	Pla2g12a	7843	sp|Q9EPR2-2|PG12A_MOUSE Isoform 2 of Group XIIA secretory phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g12a;sp|Q9EPR2|PG12A_MOUSE Group XIIA secretory phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g12a PE=1 SV=2
80640	48760	44948	101160	48703	46899	42759	48962	87767	82611	82584	89015	77239	37299	38647	51392	-1	3	3	3	7.4	7.4	7.4	70.048	0	30.678	124490000	2	Q9EPR4;Q9EPR4-2	Q9EPR4;Q9EPR4-2	Solute carrier family 23 member 2	Slc23a2	7844	sp|Q9EPR4|S23A2_MOUSE Solute carrier family 23 member 2 OS=Mus musculus OX=10090 GN=Slc23a2 PE=1 SV=2;sp|Q9EPR4-2|S23A2_MOUSE Isoform 2 of Solute carrier family 23 member 2 OS=Mus musculus OX=10090 GN=Slc23a2
4368.7998046875	10872	10137	1957.59997558594	8892.7998046875	3770	41913	12802	1570.30004882813	3907.39990234375	6602.60009765625	3339.30004882813	5848.60009765625	40894	15429	9758.599609375	-1	4	4	4	3.5	3.5	3.5	128.9	0	10.054	74266000	4	Q9EPR5	Q9EPR5	VPS10 domain-containing receptor SorCS2	Sorcs2	7845	sp|Q9EPR5|SORC2_MOUSE VPS10 domain-containing receptor SorCS2 OS=Mus musculus OX=10090 GN=Sorcs2 PE=1 SV=2
107810	112200	112810	79321	192080	70532	182110	207830	71603	149130	182990	109570	114520	147190	102280	121990	-1	10	10	10	18.8	18.8	18.8	70.088	0	115.49	500200000	10	Q9EPS3	Q9EPS3	D-glucuronyl C5-epimerase	Glce	7846	sp|Q9EPS3|GLCE_MOUSE D-glucuronyl C5-epimerase OS=Mus musculus OX=10090 GN=Glce PE=1 SV=2
243790	610240	506480	175820	29166	335560	1043300	37405	212950	36045	30440	219630	604870	716050	686670	508130	-1	6	6	6	7	7	7	70.146	0	39.629	307740000	4	Q9EPT5;Q9EPT5-2	Q9EPT5	Solute carrier organic anion transporter family member 2A1	Slco2a1	7847	sp|Q9EPT5|SO2A1_MOUSE Solute carrier organic anion transporter family member 2A1 OS=Mus musculus OX=10090 GN=Slco2a1 PE=1 SV=2
4676600	2225900	4065400	3033700	4824400	2265500	4321800	4645400	3232400	4020000	4807000	4230800	3935200	3407900	2353600	3601600	-1	47	47	47	50.3	50.3	50.3	122.66	0	323.31	17520000000	63	Q9EPU0-2;Q9EPU0	Q9EPU0-2;Q9EPU0	Regulator of nonsense transcripts 1	Upf1	7848	sp|Q9EPU0-2|RENT1_MOUSE Isoform 2 of Regulator of nonsense transcripts 1 OS=Mus musculus OX=10090 GN=Upf1;sp|Q9EPU0|RENT1_MOUSE Regulator of nonsense transcripts 1 OS=Mus musculus OX=10090 GN=Upf1 PE=1 SV=2
1489800	1521600	1735100	1596300	3161900	1438900	2003100	3147400	1417500	3991800	4365800	1546300	2286800	1926100	1466900	1832300	-1	33	33	33	22.6	22.6	22.6	160.82	0	149.27	4716200000	46	Q9EPU4	Q9EPU4	Cleavage and polyadenylation specificity factor subunit 1	Cpsf1	7849	sp|Q9EPU4|CPSF1_MOUSE Cleavage and polyadenylation specificity factor subunit 1 OS=Mus musculus OX=10090 GN=Cpsf1 PE=1 SV=1
168100	73893	186710	84856	191830	107160	178520	202150	85843	165130	175000	168790	163060	142380	88456	180100	-1	5	5	5	43.8	43.8	43.8	8.5468	0	6.2992	1768200000	5	Q9EPV8	Q9EPV8	Ubiquitin-like protein 5	Ubl5	7850	sp|Q9EPV8|UBL5_MOUSE Ubiquitin-like protein 5 OS=Mus musculus OX=10090 GN=Ubl5 PE=1 SV=1
29315	22424	26402	28842	30798	21729	18722	34471	22976	44232	41206	27238	37906	14859	19880	27479	-1	2	2	2	3.1	3.1	3.1	76.355	0	6.9721	62641000	2	Q9EPW0-2;Q9EPW0	Q9EPW0-2;Q9EPW0	Type I inositol 3,4-bisphosphate 4-phosphatase	Inpp4a	7851	sp|Q9EPW0-2|INP4A_MOUSE Isoform 2 of Inositol polyphosphate-4-phosphatase type I A OS=Mus musculus OX=10090 GN=Inpp4a;sp|Q9EPW0|INP4A_MOUSE Inositol polyphosphate-4-phosphatase type I A OS=Mus musculus OX=10090 GN=Inpp4a PE=1 SV=1
4082.69995117188	8432.900390625	9649.5	6449.7001953125	3033.80004882813	8917	10837	3000.60009765625	4917.7001953125	8804	10475	2903.5	14200	8445.400390625	6934.2998046875	10288	-1	3	3	3	3.6	3.6	3.6	65.463	0	32.951	0	1	Q9EPZ6	Q9EPZ6	T-box transcription factor TBX18	Tbx18	7852	sp|Q9EPZ6|TBX18_MOUSE T-box transcription factor TBX18 OS=Mus musculus OX=10090 GN=Tbx18 PE=1 SV=1
694930	876740	686540	798660	1212000	525190	1245700	1281700	734730	1346500	1346300	890730	817590	1277900	839710	755530	-1	9	9	9	34.2	34.2	34.2	32.88	0	36.072	2207800000	10	Q9EQ06;Q9EQ06-2;Q8VCR2-2;Q8VCR2	Q9EQ06;Q9EQ06-2	Estradiol 17-beta-dehydrogenase 11	Hsd17b11	7853	sp|Q9EQ06|DHB11_MOUSE Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus OX=10090 GN=Hsd17b11 PE=1 SV=1;sp|Q9EQ06-2|DHB11_MOUSE Isoform 2 of Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus OX=10090 GN=Hsd17b11
103760	64590	86468	129670	93930	79156	159840	86540	183430	110220	131340	75442	145920	117160	78075	95173	-1	4	4	4	14	14	14	41.643	0	5.1461	353750000	6	Q9EQ09	Q9EQ09	Oxidized low-density lipoprotein receptor 1;Oxidized low-density lipoprotein receptor 1, soluble form	Olr1	7854	sp|Q9EQ09|OLR1_MOUSE Oxidized low-density lipoprotein receptor 1 OS=Mus musculus OX=10090 GN=Olr1 PE=2 SV=2
769580	1670500	4356800	911140	2262100	3249000	2550100	2491900	813470	1906900	2110200	855690	5139700	2745800	1533600	4949300	-1	22	22	22	50.7	50.7	50.7	57.915	0	124.03	12872000000	39	Q9EQ20	Q9EQ20	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	Aldh6a1	7855	sp|Q9EQ20|MMSA_MOUSE Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Mus musculus OX=10090 GN=Aldh6a1 PE=1 SV=1
46016	12213	38909	23627	26499	14030	33583	18131	31764	12921	22119	36254	35205	20692	13565	32860	-1	5	5	5	8.9	8.9	8.9	50.835	0	38.575	20075000	2	Q9EQ28	Q9EQ28	DNA polymerase delta subunit 3	Pold3	7856	sp|Q9EQ28|DPOD3_MOUSE DNA polymerase delta subunit 3 OS=Mus musculus OX=10090 GN=Pold3 PE=1 SV=2
711970	758890	728400	697330	728660	660370	984750	878550	515830	1091400	1145400	893260	963590	1169700	679650	975560	-1	9	9	9	14.7	14.7	14.7	67.795	0	26.978	1429700000	11	Q9EQ61	Q9EQ61	Pescadillo homolog	Pes1	7857	sp|Q9EQ61|PESC_MOUSE Pescadillo homolog OS=Mus musculus OX=10090 GN=Pes1 PE=1 SV=1
1341300	789370	954750	1079100	1029800	726360	772640	951390	1017000	955870	1021200	1344600	1019300	853940	676840	974370	-1	8	8	8	21.3	21.3	21.3	41.745	0	53.867	1945400000	11	Q9EQ80	Q9EQ80	NIF3-like protein 1	Nif3l1	7858	sp|Q9EQ80|NIF3L_MOUSE NIF3-like protein 1 OS=Mus musculus OX=10090 GN=Nif3l1 PE=1 SV=4
37689	56263	97456	31471	71169	54383	83681	90087	31846	56396	60291	40377	78676	89553	54181	115200	-1	3	3	3	10.8	10.8	10.8	41.135	0	6.559	90422000	3	Q9EQC1	Q9EQC1	3 beta-hydroxysteroid dehydrogenase type 7	Hsd3b7	7859	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7 OS=Mus musculus OX=10090 GN=Hsd3b7 PE=1 SV=1
1295700	552350	1197400	706340	1387400	620770	874810	1409900	688210	1039900	1256900	1213600	938940	801170	501770	1146700	-1	20	20	20	29.4	29.4	29.4	89.159	0	93.66	2606600000	24	Q9EQC5	Q9EQC5	N-terminal kinase-like protein	Scyl1	7860	sp|Q9EQC5|SCYL1_MOUSE N-terminal kinase-like protein OS=Mus musculus OX=10090 GN=Scyl1 PE=1 SV=1
42444	19691	22261	59893	13640	24694	11010	16722	50746	34439	41855	51801	34778	12634	12680	20850	-1	1	1	1	2.1	2.1	2.1	64.137	0.00049603	2.1938	38556000	1	Q9EQD0	Q9EQD0	Frizzled-5	Fzd5	7861	sp|Q9EQD0|FZD5_MOUSE Frizzled-5 OS=Mus musculus OX=10090 GN=Fzd5 PE=1 SV=3
23705	1052800	749800	59823	2877800	355730	1378100	3198500	28730	2102400	2455400	13424	699270	1476800	1035800	675360	-1	14	14	14	33.7	33.7	33.7	61.516	0	65.822	1683900000	19	Q9EQF6	Q9EQF6	Dihydropyrimidinase-related protein 5	Dpysl5	7862	sp|Q9EQF6|DPYL5_MOUSE Dihydropyrimidinase-related protein 5 OS=Mus musculus OX=10090 GN=Dpysl5 PE=1 SV=1
1963100	3383900	2188500	2253900	1369600	1954100	4609300	1216400	1829400	1820400	1776500	1724300	2968000	3632600	2876700	2351500	-1	38	38	38	52.1	52.1	52.1	72.971	0	323.31	3529500000	30	Q9EQG3	Q9EQG3	Sciellin	Scel	7863	sp|Q9EQG3|SCEL_MOUSE Sciellin OS=Mus musculus OX=10090 GN=Scel PE=1 SV=2
43795	194820	258780	59503	433490	254420	235540	542380	41088	617030	619270	37283	382520	332660	189540	365190	-1	3	3	3	7.8	7.8	7.8	54.386	0	8.034	302470000	3	Q9EQG7	Q9EQG7	Ectonucleotide pyrophosphatase/phosphodiesterase family member 5	Enpp5	7864	sp|Q9EQG7|ENPP5_MOUSE Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 OS=Mus musculus OX=10090 GN=Enpp5 PE=1 SV=3
271220	137670	258450	174200	320030	178050	229490	309870	177010	227940	268410	255130	312690	198150	157390	250650	-1	16	16	16	28.7	28.7	28.7	71.11	0	237.15	1110400000	13	Q9EQG9;Q9EQG9-2;Q9EQG9-3	Q9EQG9;Q9EQG9-2;Q9EQG9-3	Collagen type IV alpha-3-binding protein	Col4a3bp	7865	sp|Q9EQG9|CERT_MOUSE Ceramide transfer protein OS=Mus musculus OX=10090 GN=Cert1 PE=1 SV=1;sp|Q9EQG9-2|CERT_MOUSE Isoform 2 of Ceramide transfer protein OS=Mus musculus OX=10090 GN=Cert1;sp|Q9EQG9-3|CERT_MOUSE Isoform 3 of Ceramide transfer protein OS=Mus
687620	484200	1509000	503410	1350500	780060	1070600	1521500	479240	1092100	1186600	765310	1152800	1038100	457130	1559000	-1	15	15	15	17.4	17.4	17.4	106.6	0	56.176	3192500000	24	Q9EQH2	Q9EQH2	Endoplasmic reticulum aminopeptidase 1	Erap1	7866	sp|Q9EQH2|ERAP1_MOUSE Endoplasmic reticulum aminopeptidase 1 OS=Mus musculus OX=10090 GN=Erap1 PE=1 SV=2
1386200	958520	1446400	1221800	1267500	1186900	1247000	1293500	1182100	1368300	1391500	1456500	1785000	1197000	945060	1365700	-1	20	20	20	26.6	26.6	26.6	91.712	0	121.44	9506200000	29	Q9EQH3	Q9EQH3	Vacuolar protein sorting-associated protein 35	Vps35	7867	sp|Q9EQH3|VPS35_MOUSE Vacuolar protein sorting-associated protein 35 OS=Mus musculus OX=10090 GN=Vps35 PE=1 SV=1
772770	707500	809340	586870	1117800	597730	1141400	1126800	675900	1253700	1381200	761410	858830	1005300	754890	750500	-1	7	7	7	24	24	24	32.131	0	20.903	1685700000	9	Q9EQI8	Q9EQI8	39S ribosomal protein L46, mitochondrial	Mrpl46	7869	sp|Q9EQI8|RM46_MOUSE 39S ribosomal protein L46, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl46 PE=1 SV=1
