Pooled_1	U1_V3_1	U1_V3_2	U1_V9_1	U1_V9_2	U1_V15_1	U1_V15_2	U1_V21_1	U1_V21_2	U1_I3_1	U1_I3_2	U1_I9_1	U1_I9_2	U1_I15_1	U1_I15_2	U1_I21_1	U1_I21_2	Pooled_2	U2_V3_1	U2_V3_2	U2_V9_1	U2_V9_2	U2_V15_1	U2_V15_2	U2_V21_1	U2_V21_2	U2_I3_1	U2_I3_2	U2_I9_1	U2_I9_2	U2_I15_1	U2_I15_2	U2_I21_1	U2_I21_2	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
168420	145950	109150	178650	179000	161590	99955	121130	151270	173450	140460	113670	184950	191570	197380	130280	150760	164600	182650	188050	183090	187960	236450	222760	215050	151350	106200	172140	181110	150770	210650	168090	146590	205720	3	3	3	18.5	18.5	18.5	33.046	0	10.409	5	Q9D902	Q9D902	General transcription factor IIE subunit 2	Gtf2e2	6982	sp|Q9D902|T2EB_MOUSE General transcription factor IIE subunit 2 OS=Mus musculus OX=10090 GN=Gtf2e2 PE=1 SV=2
8521.900390625	11689	7269.2998046875	9560.900390625	9845.5	12435	4352.5	10261	3728.60009765625	17100	10429	11490	9529	10309	14432	5270.10009765625	10565	258690	276130	284070	273830	240570	367830	314440	328580	257770	199900	298670	293300	298580	335490	397120	282260	362010	5	5	5	21.9	21.9	21.9	34.702	0	116.81	14	Q9D903	Q9D903	Probable rRNA-processing protein EBP2	Ebna1bp2	6983	sp|Q9D903|EBP2_MOUSE Probable rRNA-processing protein EBP2 OS=Mus musculus OX=10090 GN=Ebna1bp2 PE=2 SV=1
3024300	3413000	2293000	3717600	3089700	3534300	1823700	2381500	2347500	3348600	2492300	2890200	4058200	3056100	3117300	2418600	2863600	2550200	3432000	2773300	2906200	3591200	4347100	3716500	3659500	2420600	2249700	3107800	2765900	3667900	3474200	3755300	2670600	3545500	26	26	26	48.3	48.3	48.3	77.519	0	323.31	67	Q9D906	Q9D906	Ubiquitin-like modifier-activating enzyme ATG7	Atg7	6984	sp|Q9D906|ATG7_MOUSE Ubiquitin-like modifier-activating enzyme ATG7 OS=Mus musculus OX=10090 GN=Atg7 PE=1 SV=1
1467900	1957700	1240900	2111500	1910400	2000300	1149500	1421500	1373500	2059800	1648000	1590700	2270200	2048500	1735700	1603200	1844800	201940	241410	223850	264140	246190	317100	261700	262100	185710	185120	235780	243900	234600	228260	265910	182650	291500	3	3	3	24.6	24.6	24.6	22.12	0	9.3165	11	Q9D920	Q9D920	Loss of heterozygosity 12 chromosomal region 1 protein homolog	Loh12cr1	6985	sp|Q9D920|BORC5_MOUSE BLOC-1-related complex subunit 5 OS=Mus musculus OX=10090 GN=Borcs5 PE=1 SV=1
259500	259050	172130	295690	271850	260190	146150	250990	231040	248600	168320	206720	315030	250060	270020	174640	325600	161110	198840	213570	212900	194410	255900	236060	229750	217890	135360	200660	155000	184630	207550	214570	177010	219720	4	4	4	31.8	31.8	31.8	14.188	0	9.7195	8	Q9D924	Q9D924	Iron-sulfur cluster assembly 1 homolog, mitochondrial	Isca1	6986	sp|Q9D924|ISCA1_MOUSE Iron-sulfur cluster assembly 1 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Isca1 PE=2 SV=1
21500	62619	39665	45648	36777	29315	NaN	38611	21142	44304	34531	28223	37914	42979	26034	21858	23504	84155	96615	91040	105450	73479	121970	116170	88720	103890	74704	101960	107090	107230	103900	125470	107760	110740	4	4	4	29.3	29.3	29.3	14.098	0	7.975	5	Q9D937	Q9D937	Uncharacterized protein C11orf98 homolog		6987	sp|Q9D937|CK098_MOUSE Uncharacterized protein C11orf98 homolog OS=Mus musculus OX=10090 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	6.9	6.9	6.9	19.587	0.00054105	2.5128	0	Q9D938	Q9D938	Transmembrane protein 160	Tmem160	6988	sp|Q9D938|TM160_MOUSE Transmembrane protein 160 OS=Mus musculus OX=10090 GN=Tmem160 PE=2 SV=1
116410	93241	57784	127900	129750	102520	69983	145710	39237	108430	65160	46595	119690	103790	150460	82528	77253	607530	857140	513990	524950	1099400	1053400	938600	601490	305000	555830	696390	602920	765230	649120	844840	712160	747040	8	8	8	28.4	28.4	28.4	34.953	0	20.785	22	Q9D939	Q9D939	Sulfotransferase 1C2	Sult1c2	6989	sp|Q9D939|ST1C2_MOUSE Sulfotransferase 1C2 OS=Mus musculus OX=10090 GN=Sult1c2 PE=1 SV=1
1754800	2186500	1466500	2088600	1786200	2010200	1010300	1327200	1412800	2221800	1422800	1890300	2147000	1894600	1901900	1487900	1738300	476130	549920	542550	500180	984300	857180	689470	593970	510280	396250	579840	500780	555470	519350	618670	395210	686550	3	3	3	10.6	10.6	10.6	18.186	0	164.69	15	Q9D958	Q9D958	Signal peptidase complex subunit 1	Spcs1	6990	sp|Q9D958|SPCS1_MOUSE Signal peptidase complex subunit 1 OS=Mus musculus OX=10090 GN=Spcs1 PE=2 SV=3
236190	302320	184210	396820	285890	299250	197020	236060	262570	326690	218960	202960	327760	227030	205200	220160	243430	268160	353210	230030	368170	1519800	421930	394180	269700	242960	160460	318100	290660	307960	277010	338090	232060	298830	12	12	12	38.5	38.5	38.5	48.297	0	323.31	27	Q9D964	Q9D964	Glycine amidinotransferase, mitochondrial	Gatm	6991	sp|Q9D964|GATM_MOUSE Glycine amidinotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Gatm PE=1 SV=1
1539100	1579700	1206500	2045100	1811600	1886500	1113700	1439800	1430900	1869900	1760500	1468800	2192100	1802900	1585600	1517900	1983300	2082200	2425900	2057500	2382000	2487000	3051400	2773900	2716200	1789900	1573400	2579600	1980600	2458800	2371100	2622700	2191400	2630800	6	6	6	49.4	49.4	49.4	18.582	0	296.35	30	Q9D967	Q9D967	Magnesium-dependent phosphatase 1	Mdp1	6992	sp|Q9D967|MGDP1_MOUSE Magnesium-dependent phosphatase 1 OS=Mus musculus OX=10090 GN=Mdp1 PE=1 SV=1
74725	71728	48886	79035	70992	71338	37386	47059	59976	90437	49024	69803	77023	52239	89296	44624	52495	176180	300020	200100	236800	216550	259150	249210	240730	161060	135380	209260	196850	236450	240010	209790	150100	226620	3	3	3	26.5	26.5	26.5	14.149	0	13.001	14	Q9D975	Q9D975	Sulfiredoxin-1	Srxn1	6993	sp|Q9D975|SRXN1_MOUSE Sulfiredoxin-1 OS=Mus musculus OX=10090 GN=Srxn1 PE=2 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	17.6	17.6	17.6	15.652	0	58.379	0	Q9D9A7	Q9D9A7	Putative protein PTGES3L	Ptges3l	6994	sp|Q9D9A7|PTG3L_MOUSE Putative protein PTGES3L OS=Mus musculus OX=10090 GN=Ptges3l PE=2 SV=1
27910	43124	23295	31077	18894	36007	11271	19983	27374	36918	13624	20413	28681	19650	33133	24350	20677	12784	15536	12689	15999	35068	22736	17482	20742	14423	10638	16955	16357	19471	18200	20826	10814	15714	1	1	1	7.9	7.9	7.9	25.988	0.00040855	2.7192	5	Q9D9B4	Q9D9B4	Leucine-rich repeat-containing protein C10orf11 homolog		6995	sp|Q9D9B4|LRMDA_MOUSE Leucine-rich melanocyte differentiation-associated protein OS=Mus musculus OX=10090 GN=Lrmda PE=1 SV=1
74936	90044	74182	103080	92525	85033	85412	96386	84001	103410	91498	77152	97722	99217	84779	85697	93286	NaN	NaN	38444	70937	NaN	36830	50888	45684	42024	NaN	33697	45905	29442	38392	NaN	30841	29454	2	2	2	6.3	6.3	6.3	41.689	0.00040928	2.7719	2	Q9D9H8	Q9D9H8	UPF0565 protein C2orf69 homolog		6998	sp|Q9D9H8|CB069_MOUSE UPF0565 protein C2orf69 homolog OS=Mus musculus OX=10090 PE=2 SV=3
26207	20773	15504	21982	19187	15800	7338.7998046875	17433	16584	17674	10525	11071	15585	19929	30028	10134	11154	NaN	21520	23553	17262	40680	41706	22312	34539	24178	23338	14573	23595	NaN	18536	19640	NaN	17448	4	4	4	19.3	19.3	19.3	37.195	0	323.31	3	Q9D9K3	Q9D9K3	Cell death regulator Aven	Aven	6999	sp|Q9D9K3|AVEN_MOUSE Cell death regulator Aven OS=Mus musculus OX=10090 GN=Aven PE=1 SV=2
4056200	4740500	3319900	5278800	5363800	4973800	3281100	3807700	3923700	5045600	3487000	3565900	4904100	4280800	4005800	3644300	4268600	4038100	4856600	4610400	4579900	5230800	7191700	5672600	5534400	4280400	3058800	4765500	3929100	4664700	5197100	5457300	3739600	5511800	12	12	12	41.9	41.9	41.9	35.467	0	185.17	43	Q9D9V3;Q9D9V3-2	Q9D9V3;Q9D9V3-2	Ethylmalonyl-CoA decarboxylase	Echdc1	7000	sp|Q9D9V3|ECHD1_MOUSE Ethylmalonyl-CoA decarboxylase OS=Mus musculus OX=10090 GN=Echdc1 PE=1 SV=2;sp|Q9D9V3-2|ECHD1_MOUSE Isoform 2 of Ethylmalonyl-CoA decarboxylase OS=Mus musculus OX=10090 GN=Echdc1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	150990	200680	175330	215150	286900	369890	267740	267730	215740	157980	223900	252000	271000	231290	263150	238090	250200	3	3	3	30.4	30.4	30.4	11.753	0	46.957	2	Q9D9Z5	Q9D9Z5	DET1- and DDB1-associated protein 1	Dda1	7001	sp|Q9D9Z5|DDA1_MOUSE DET1- and DDB1-associated protein 1 OS=Mus musculus OX=10090 GN=Dda1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32193	24090	31926	33412	28011	58616	38618	33228	24849	26405	26168	30405	31319	31048	39234	24275	36721	2	2	2	26	26	26	12.047	0	15.805	2	Q9DA03	Q9DA03	Complex III assembly factor LYRM7	Lyrm7	7002	sp|Q9DA03|LYRM7_MOUSE Complex III assembly factor LYRM7 OS=Mus musculus OX=10090 GN=Lyrm7 PE=3 SV=2
136550	154510	95922	182780	161800	146950	95299	104640	112260	143180	110580	117750	142530	148100	145670	118800	138810	45309	43674	49839	49229	56122	65369	52902	62954	43617	32752	51569	39944	54778	58424	60469	49340	59675	2	2	2	8.2	8.2	8.2	33.298	0	3.7265	6	Q9DA08	Q9DA08	SAGA-associated factor 29 homolog	Ccdc101	7003	sp|Q9DA08|SGF29_MOUSE SAGA-associated factor 29 OS=Mus musculus OX=10090 GN=Sgf29 PE=2 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	5.8	5.8	5.8	51.837	0	191.61	0	Q9DA19	Q9DA19	Corepressor interacting with RBPJ 1	Cir1	7004	sp|Q9DA19|CIR1_MOUSE Corepressor interacting with RBPJ 1 OS=Mus musculus OX=10090 GN=Cir1 PE=1 SV=2
7366.10009765625	4664.7998046875	4229.10009765625	6065	6501.7998046875	5418.10009765625	2047.30004882813	3628.80004882813	4756	7446	4382.89990234375	6897	8090.2998046875	4843.7998046875	7679	3511.60009765625	4693.2001953125	NaN	3822.60009765625	2461.30004882813	4094.19995117188	4984.10009765625	4043.5	4079.5	3450.69995117188	3324.19995117188	3492.89990234375	5519	5368.10009765625	5970.7001953125	3005.39990234375	6749.2001953125	3263.30004882813	NaN	3	3	3	21.5	21.5	21.5	21.423	0	323.31	3	Q9DAA6;Q9DAA6-2	Q9DAA6;Q9DAA6-2	Exosome complex component CSL4	Exosc1	7005	sp|Q9DAA6|EXOS1_MOUSE Exosome complex component CSL4 OS=Mus musculus OX=10090 GN=Exosc1 PE=1 SV=1;sp|Q9DAA6-2|EXOS1_MOUSE Isoform 2 of Exosome complex component CSL4 OS=Mus musculus OX=10090 GN=Exosc1
113880	114600	81077	119390	84424	122030	70189	63928	81767	110740	95823	97727	134730	116050	112660	81249	123020	28927	35551	32773	35279	38714	52586	38757	43561	34844	26300	35670	43095	48419	39972	48889	23060	42242	4	4	4	35.8	35.8	35.8	16.795	0	13.49	8	Q9DAC7	Q9DAC7	Tetratricopeptide repeat protein 32	Ttc32	7006	sp|Q9DAC7|TTC32_MOUSE Tetratricopeptide repeat protein 32 OS=Mus musculus OX=10090 GN=Ttc32 PE=1 SV=1
73642	80615	72779	133850	104860	123740	77499	87908	68724	129090	135660	84080	150340	124440	147940	78978	105680	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	10.3	10.3	10.3	20.833	0.0001381	3.1206	2	Q9DAI2	Q9DAI2	Intraflagellar transport protein 22 homolog	Ift22	7007	sp|Q9DAI2|IFT22_MOUSE Intraflagellar transport protein 22 homolog OS=Mus musculus OX=10090 GN=Ift22 PE=1 SV=1
731650	664200	517790	799480	825110	717070	430310	570870	577960	831170	553590	610290	877260	831240	882240	673310	684840	471350	509160	460070	411440	525790	682430	534870	554590	374130	414650	451080	483370	647290	536560	660620	457390	540400	7	7	7	62.1	62.1	62.1	13.996	0	16.658	16	Q9DAK9	Q9DAK9	14 kDa phosphohistidine phosphatase	Phpt1	7008	sp|Q9DAK9|PHP14_MOUSE 14 kDa phosphohistidine phosphatase OS=Mus musculus OX=10090 GN=Phpt1 PE=1 SV=1
1004700	956720	726450	1268000	1004300	960640	781030	813570	775320	1366600	991220	974480	1466100	1087200	1179800	987900	1078600	1505000	1789600	1507600	1438000	1861000	2173500	1831300	1765500	1275700	1164900	1657800	1800100	1885800	1670200	1972600	1663400	2024800	12	12	11	51.2	51.2	48.8	38.988	0	241.46	25	Q9DAR7	Q9DAR7	m7GpppX diphosphatase	Dcps	7009	sp|Q9DAR7|DCPS_MOUSE m7GpppX diphosphatase OS=Mus musculus OX=10090 GN=Dcps PE=1 SV=1
778040	780820	581620	831980	715880	862820	458430	559570	580280	979710	632580	772280	983720	796260	852120	660940	798430	1518700	1655500	1647000	1614500	1831000	2367600	1951800	1896500	1337200	1293900	1936800	1751700	1993100	1772400	2188700	1584200	2037000	5	5	5	69.4	69.4	69.4	7.9972	0	323.31	56	Q9DAS9	Q9DAS9	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	Gng12	7010	sp|Q9DAS9|GBG12_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Mus musculus OX=10090 GN=Gng12 PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61824	77577	56937	67803	85649	84731	78784	73826	43341	54570	79345	74646	74949	62300	86843	67612	91042	2	2	2	13.7	13.7	13.7	22.436	0	27.247	2	Q9DAT2;Q9DAT2-2	Q9DAT2;Q9DAT2-2	MRG/MORF4L-binding protein	Mrgbp	7011	sp|Q9DAT2|MRGBP_MOUSE MRG/MORF4L-binding protein OS=Mus musculus OX=10090 GN=Mrgbp PE=1 SV=2;sp|Q9DAT2-2|MRGBP_MOUSE Isoform 2 of MRG/MORF4L-binding protein OS=Mus musculus OX=10090 GN=Mrgbp
495630	629980	373070	620360	553430	663570	268250	404330	454630	577720	392700	521610	687460	489730	614630	372700	568590	490210	490880	518610	519840	540860	721720	623860	578240	428650	334440	519010	477150	562410	552320	611970	436160	575590	7	7	7	23.3	23.3	23.3	47.24	0	317.78	23	Q9DAT5	Q9DAT5	Mitochondrial tRNA-specific 2-thiouridylase 1	Trmu	7012	sp|Q9DAT5|MTU1_MOUSE Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Mus musculus OX=10090 GN=Trmu PE=1 SV=1
368590	441450	238960	407190	315940	418830	199830	294950	309830	370270	264140	308870	387560	328850	336070	271760	318050	1093800	1160900	1136300	1185500	1184700	1585100	1096500	1307800	1000300	780610	960910	1035200	1292200	1165600	1299500	909160	1451700	5	5	5	26.1	26.1	26.1	30.537	0	323.31	14	Q9DAU1;Q9DAU1-2	Q9DAU1;Q9DAU1-2	Protein canopy homolog 3	Cnpy3	7013	sp|Q9DAU1|CNPY3_MOUSE Protein canopy homolog 3 OS=Mus musculus OX=10090 GN=Cnpy3 PE=1 SV=1;sp|Q9DAU1-2|CNPY3_MOUSE Isoform 2 of Protein canopy homolog 3 OS=Mus musculus OX=10090 GN=Cnpy3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	5.3	5.3	5.3	65.163	0	5.2925	1	Q9DAU9	Q9DAU9	Zinc finger protein 654	Znf654	7014	sp|Q9DAU9|ZN654_MOUSE Zinc finger protein 654 OS=Mus musculus OX=10090 GN=Znf654 PE=1 SV=2
115470	191840	91809	137120	139790	144020	85017	88918	83634	129500	129260	105990	196720	180950	134540	84158	184430	125770	154610	126150	126290	137540	174100	148990	143270	108050	109240	134020	137150	163240	132550	160800	136220	172520	1	1	1	5.1	5.1	5.1	32.64	0	23.305	4	Q9DAV9	Q9DAV9	Trimeric intracellular cation channel type B	Tmem38b	7015	sp|Q9DAV9|TM38B_MOUSE Trimeric intracellular cation channel type B OS=Mus musculus OX=10090 GN=Tmem38b PE=1 SV=1
349640	370850	241770	397130	320160	333790	218300	269260	241690	402870	290220	323590	451390	344040	400410	324430	336230	581880	665270	592950	643370	709020	879000	721320	727290	524450	518970	701100	689200	713650	713720	808190	620290	727380	11	11	11	28.2	28.2	28.2	58.369	0	323.31	28	Q9DAW6	Q9DAW6	U4/U6 small nuclear ribonucleoprotein Prp4	Prpf4	7016	sp|Q9DAW6|PRP4_MOUSE U4/U6 small nuclear ribonucleoprotein Prp4 OS=Mus musculus OX=10090 GN=Prpf4 PE=1 SV=1
2693100	2763600	1709900	2474500	2423700	3034900	1433600	1812100	1985900	2926300	1795600	2235400	3136400	2381200	3316200	2142100	2487900	1490000	1709200	1325900	1389600	1701900	2244200	1829000	1763500	1147100	1246300	1598000	1632000	1836800	1616600	1815900	1289700	1913500	11	11	10	43.3	43.3	40	36.428	0	75.312	50	Q9DAW9	Q9DAW9	Calponin-3	Cnn3	7017	sp|Q9DAW9|CNN3_MOUSE Calponin-3 OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1
3976.30004882813	1495.30004882813	1714.5	3545	3719.39990234375	4968.5	1336	714.409973144531	1371.40002441406	3955.19995117188	NaN	4269.10009765625	1476.69995117188	1138.90002441406	5488.39990234375	4738.2001953125	3527.30004882813	NaN	NaN	1716.40002441406	1105.40002441406	NaN	1424.5	NaN	NaN	NaN	NaN	NaN	1273.59997558594	2103	NaN	1355.80004882813	1813	1647.59997558594	2	2	2	9.1	9.1	9.1	31.193	0.007609	1.43	3	Q9DAX2;Q9DAX2-2	Q9DAX2;Q9DAX2-2	Lipid phosphate phosphohydrolase 2	Ppap2c	7018	sp|Q9DAX2|PLPP2_MOUSE Phospholipid phosphatase 2 OS=Mus musculus OX=10090 GN=Plpp2 PE=1 SV=1;sp|Q9DAX2-2|PLPP2_MOUSE Isoform 2 of Phospholipid phosphatase 2 OS=Mus musculus OX=10090 GN=Plpp2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	25	25	25	12.374	0	323.31	0	Q9DAZ5	Q9DAZ5	Uncharacterized membrane protein C19orf24 homolog		7019	sp|Q9DAZ5|F174C_MOUSE Protein FAM174C OS=Mus musculus OX=10090 GN=Fam174c PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26390	31920	24620	21189	31150	34961	38170	24462	17841	20823	33364	31924	33645	18801	26064	19249	28332	6	6	6	27.5	27.5	27.5	43.272	0	323.31	6	Q9DAZ9	Q9DAZ9	Abscission/NoCut checkpoint regulator	Zfyve19	7020	sp|Q9DAZ9|ANCHR_MOUSE Abscission/NoCut checkpoint regulator OS=Mus musculus OX=10090 GN=Zfyve19 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25111	32314	30358	30716	32587	34685	29471	31026	23716	21429	30561	29063	28394	28646	32120	26422	29387	2	2	2	1.6	1.6	1.6	248.74	0	53.725	1	Q9DB00	Q9DB00	GON-4-like protein	Gon4l	7021	sp|Q9DB00|GON4L_MOUSE GON-4-like protein OS=Mus musculus OX=10090 GN=Gon4l PE=1 SV=3
3332800	3646300	2542800	3852800	3872700	3958400	2061800	2899500	2996500	4251800	2952900	3196800	4522800	3661200	3914800	3021900	3602900	2881500	3760700	3079100	3221800	4003700	4395000	3905600	3913200	2855600	2199600	3257900	3064100	3364300	3746400	3749800	2642800	3740700	22	22	18	77.3	77.3	65.8	33.189	0	323.31	91	Q9DB05	Q9DB05	Alpha-soluble NSF attachment protein	Napa	7022	sp|Q9DB05|SNAA_MOUSE Alpha-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napa PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	19.6	19.6	19.6	11.542	0	53.755	4	Q9DB10	Q9DB10	Essential MCU regulator, mitochondrial	Smdt1	7023	sp|Q9DB10|EMRE_MOUSE Essential MCU regulator, mitochondrial OS=Mus musculus OX=10090 GN=Smdt1 PE=1 SV=1
2428300	3080500	1641500	2889400	2740500	3341400	1276600	1715100	2009400	3118900	1527200	2269400	3168400	2140300	3402500	1805000	2344900	3001800	3834000	3707000	3482000	3955300	5427100	4297300	4675400	3678100	2803200	3493700	3733400	4299600	3696500	4336300	2556200	3941900	6	6	6	43.3	43.3	43.3	21.708	0	87.83	33	Q9DB15	Q9DB15	39S ribosomal protein L12, mitochondrial	Mrpl12	7024	sp|Q9DB15|RM12_MOUSE 39S ribosomal protein L12, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl12 PE=1 SV=2
164350	204820	146810	218740	201840	181500	131490	149300	133700	239200	155710	150320	246660	194660	181820	153780	178140	288900	395320	286900	326220	403360	464660	443510	379220	277210	303130	303710	397780	400880	363720	474150	326740	426710	6	6	6	19.9	19.9	19.9	39.105	0	6.7949	8	Q9DB16;Q9DB16-2	Q9DB16;Q9DB16-2	Calcium-binding protein 39-like	Cab39l	7025	sp|Q9DB16|CB39L_MOUSE Calcium-binding protein 39-like OS=Mus musculus OX=10090 GN=Cab39l PE=1 SV=3;sp|Q9DB16-2|CB39L_MOUSE Isoform 2 of Calcium-binding protein 39-like OS=Mus musculus OX=10090 GN=Cab39l
5456300	6304400	4161100	6797000	6405500	6317600	3901100	4839500	5022500	6719500	4591300	5391200	7046400	5444900	6906700	5090600	6144900	14465000	15763000	13629000	14941000	14844000	19838000	15989000	16926000	11921000	12576000	15555000	13612000	15519000	15945000	16119000	11642000	17447000	10	10	10	58.7	58.7	58.7	23.363	0	323.31	106	Q9DB20	Q9DB20	ATP synthase subunit O, mitochondrial	Atp5o	7026	sp|Q9DB20|ATPO_MOUSE ATP synthase subunit O, mitochondrial OS=Mus musculus OX=10090 GN=Atp5po PE=1 SV=1
721090	871270	613360	895200	896480	884890	504260	628420	666520	995820	806240	701490	1038700	933440	813480	722770	924850	554640	611360	612040	641190	804510	792030	666690	733650	523340	434880	621750	568280	629020	620490	649650	498600	776030	8	8	8	31.2	31.2	31.2	36.79	0	97.435	29	Q9DB25	Q9DB25	Dolichyl-phosphate beta-glucosyltransferase	Alg5	7027	sp|Q9DB25|ALG5_MOUSE Dolichyl-phosphate beta-glucosyltransferase OS=Mus musculus OX=10090 GN=Alg5 PE=1 SV=1
2136100	2638900	1683100	2801900	2450100	2519700	1596100	1624200	1782200	2635300	1815500	1999200	2760000	2322300	2205700	1921100	2509200	834340	905400	794240	899080	920020	1406700	965250	1308400	921940	748840	954030	1082700	1090700	1032400	1312600	708480	1097200	8	8	8	44.3	44.3	44.3	32.517	0	323.31	29	Q9DB26	Q9DB26	Phytanoyl-CoA dioxygenase domain-containing protein 1	Phyhd1	7028	sp|Q9DB26|PHYD1_MOUSE Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phyhd1 PE=1 SV=2
1827200	2204600	1399200	2559100	2166500	2308100	1519000	1663900	1501000	2306100	1784400	2161000	2652000	2122200	2440100	1900900	2164200	2583300	3096500	2821700	2724100	3142100	4332200	3448800	3400400	2291500	2377200	3041300	3028400	3250300	2945700	3396100	2561100	3456500	9	9	9	65.7	65.7	65.7	20.555	0	54.957	36	Q9DB27;Q9DB27-2;Q9CQ21	Q9DB27;Q9DB27-2	Malignant T-cell-amplified sequence 1	Mcts1	7029	sp|Q9DB27|MCTS1_MOUSE Malignant T-cell-amplified sequence 1 OS=Mus musculus OX=10090 GN=Mcts1 PE=1 SV=1;sp|Q9DB27-2|MCTS1_MOUSE Isoform 2 of Malignant T-cell-amplified sequence 1 OS=Mus musculus OX=10090 GN=Mcts1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	14.8	14.8	14.8	19.285	0	310.85	0	Q9DB28	Q9DB28	Ribonuclease P/MRP protein subunit POP5	Pop5	7030	sp|Q9DB28|POP5_MOUSE Ribonuclease P/MRP protein subunit POP5 OS=Mus musculus OX=10090 GN=Pop5 PE=1 SV=1
2391400	2637600	1647800	2888900	2568800	2664400	1598300	1920500	1982100	2971200	2221400	2080800	2997200	2502500	3126800	2149900	2617600	3410700	4725800	3758700	3809500	4427100	5447400	5659200	4311900	2950700	3295100	3755900	3047200	4116500	4259100	4320900	3447300	4756700	11	11	11	56.6	56.6	56.6	27.974	0	323.31	55	Q9DB29	Q9DB29	Isoamyl acetate-hydrolyzing esterase 1 homolog	Iah1	7031	sp|Q9DB29|IAH1_MOUSE Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Mus musculus OX=10090 GN=Iah1 PE=1 SV=1
