VP1	VP2	V1	V9	V13	V10	V3	V5	V4	V12	V11	V2	V6	V14	V7	V15	V8	V16	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
171740	113940	169230	169680	157470	176630	197320	152430	191600	161230	152480	183460	173380	160980	188750	179290	203040	173230	-1	6	5	5	32.8	28.3	28.3	22.264	0	25.796	6	Q91Z61	Q91Z61	GTP-binding protein Di-Ras1	Diras1	6215	sp|Q91Z61|DIRA1_MOUSE GTP-binding protein Di-Ras1 OS=Mus musculus OX=10090 GN=Diras1 PE=1 SV=1
358520	243550	412850	371330	390460	407560	460290	381130	462170	370250	349970	451800	401490	404100	427140	530280	470900	381200	-1	24	24	23	29.8	29.8	28.7	120.8	0	197.97	23	Q91Z67	Q91Z67	SLIT-ROBO Rho GTPase-activating protein 2	Srgap2	6216	sp|Q91Z67|SRGP2_MOUSE SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Srgap2 PE=1 SV=2
34676	25290	34765	36146	35808	49965	44783	30267	46831	41884	36845	45994	35716	41190	52810	56883	54954	46179	-1	11	6	6	12.2	7.3	7.3	121.43	0	19.416	8	Q91Z69	Q91Z69	SLIT-ROBO Rho GTPase-activating protein 1	Srgap1	6217	sp|Q91Z69|SRGP1_MOUSE SLIT-ROBO Rho GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Srgap1 PE=1 SV=2
3962.19995117188	2541.69995117188	2817.60009765625	5391.89990234375	4760.5	4377	4098.7001953125	3923.39990234375	5043.7998046875	4775	3958.10009765625	4914.7998046875	2845.5	5188.7001953125	3856.10009765625	6130.7001953125	4764.10009765625	3323.80004882813	-1	1	1	1	3.4	3.4	3.4	37.021	0.0013284	3.1349	1	Q91Z92	Q91Z92	Beta-1,3-galactosyltransferase 6	B3galt6	6218	sp|Q91Z92|B3GT6_MOUSE Beta-1,3-galactosyltransferase 6 OS=Mus musculus OX=10090 GN=B3galt6 PE=2 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	1	1	2	1.4	1.4	126.18	0	16.162	0	Q91Z96	Q91Z96	BMP-2-inducible protein kinase	Bmp2k	6219	sp|Q91Z96|BMP2K_MOUSE BMP-2-inducible protein kinase OS=Mus musculus OX=10090 GN=Bmp2k PE=1 SV=1
1132700	716350	1096300	1017700	1077200	1075300	1234900	939950	1272500	1067600	1084800	1182100	1109500	1097600	1158800	1163400	1368700	1127800	-1	30	30	30	47	47	47	79.921	0	225.4	62	Q91ZA3	Q91ZA3	Propionyl-CoA carboxylase alpha chain, mitochondrial	Pcca	6220	sp|Q91ZA3|PCCA_MOUSE Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Mus musculus OX=10090 GN=Pcca PE=1 SV=2
71826	48511	82612	82562	87986	88928	98680	75073	86448	90293	73997	94127	83657	90014	86254	69795	101070	85284	-1	2	2	2	1.4	1.4	1.4	233.3	0.00054922	3.809	2	Q91ZB0	Q91ZB0	Alpha-protein kinase 2	Alpk2	6221	sp|Q91ZB0|ALPK2_MOUSE Alpha-protein kinase 2 OS=Mus musculus OX=10090 GN=Alpk2 PE=2 SV=3
16357	8204.2001953125	12450	12017	13034	15812	14314	11374	15148	14066	12989	15273	14700	15138	14222	15131	17508	11613	-1	3	3	2	7.1	7.1	5.8	59.77	0	15.024	2	Q91ZD4	Q91ZD4	Vang-like protein 2	Vangl2	6222	sp|Q91ZD4|VANG2_MOUSE Vang-like protein 2 OS=Mus musculus OX=10090 GN=Vangl2 PE=1 SV=3
24055	17203	22343	26654	21223	27950	26734	23799	28092	27142	22845	29865	23599	24917	28297	30211	31946	25720	-1	2	2	2	10.8	10.8	10.8	16.922	0.00094429	3.428	2	Q91ZF0	Q91ZF0	DnaJ homolog subfamily C member 24	Dnajc24	6223	sp|Q91ZF0|DJC24_MOUSE DnaJ homolog subfamily C member 24 OS=Mus musculus OX=10090 GN=Dnajc24 PE=1 SV=4
75375	60863	77785	77384	61920	83193	80711	64925	82231	79608	79626	82408	72522	78508	75628	115360	95772	91542	-1	4	4	4	12	12	12	45.837	0	18.886	5	Q91ZH7-2;Q91ZH7	Q91ZH7-2;Q91ZH7	Phospholipase ABHD3	Abhd3	6224	sp|Q91ZH7-2|ABHD3_MOUSE Isoform 2 of Phospholipase ABHD3 OS=Mus musculus OX=10090 GN=Abhd3;sp|Q91ZH7|ABHD3_MOUSE Phospholipase ABHD3 OS=Mus musculus OX=10090 GN=Abhd3 PE=1 SV=1
1644000	1034700	1538100	1449400	1557700	1600800	1713100	1548200	1626000	1484700	1439800	1668000	1602100	1637100	1527200	1608000	1717100	1438500	-1	22	22	0	40.6	40.6	0	55.715	0	108.19	43	Q91ZJ5-2	Q91ZJ5-2	UTP--glucose-1-phosphate uridylyltransferase	Ugp2	6226	sp|Q91ZJ5-2|UGPA_MOUSE Isoform 2 of UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus OX=10090 GN=Ugp2
112980	83194	122620	121080	127810	124900	142500	113880	132950	118060	119870	135710	116920	129950	127230	124510	149540	124570	-1	10	10	10	30.8	30.8	30.8	70.189	0	101.32	13	Q91ZM2-6;Q91ZM2-2;Q91ZM2-3;Q91ZM2-4;Q91ZM2;Q91ZM2-5	Q91ZM2-6;Q91ZM2-2;Q91ZM2-3;Q91ZM2-4;Q91ZM2;Q91ZM2-5	SH2B adapter protein 1	Sh2b1	6227	sp|Q91ZM2-6|SH2B1_MOUSE Isoform 6 of SH2B adapter protein 1 OS=Mus musculus OX=10090 GN=Sh2b1;sp|Q91ZM2-2|SH2B1_MOUSE Isoform 2 of SH2B adapter protein 1 OS=Mus musculus OX=10090 GN=Sh2b1;sp|Q91ZM2-3|SH2B1_MOUSE Isoform 3 of SH2B adapter protein 1 OS=Mus m
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	4.7	4.7	4.7	98.495	0	116.66	0	Q91ZP3-2;Q91ZP3	Q91ZP3-2;Q91ZP3	Phosphatidate phosphatase LPIN1	Lpin1	6228	sp|Q91ZP3-2|LPIN1_MOUSE Isoform 2 of Phosphatidate phosphatase LPIN1 OS=Mus musculus OX=10090 GN=Lpin1;sp|Q91ZP3|LPIN1_MOUSE Phosphatidate phosphatase LPIN1 OS=Mus musculus OX=10090 GN=Lpin1 PE=1 SV=1
38473	26056	43384	42493	42423	37373	46619	42959	42583	40090	38111	49301	42749	45376	35178	35042	39833	43906	-1	3	3	3	12.5	12.5	12.5	27.655	0	40.909	1	Q91ZP6-2;Q91ZP6	Q91ZP6-2;Q91ZP6	NEDD4 family-interacting protein 2	Ndfip2	6229	sp|Q91ZP6-2|NFIP2_MOUSE Isoform 2 of NEDD4 family-interacting protein 2 OS=Mus musculus OX=10090 GN=Ndfip2;sp|Q91ZP6|NFIP2_MOUSE NEDD4 family-interacting protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Ndfip2 PE=1 SV=2
326750	228160	285340	328350	249400	440830	435640	298650	373050	332880	263560	370130	295200	307350	447820	244460	457300	403930	-1	13	13	13	41.6	41.6	41.6	43.44	0	94.913	19	Q91ZP9;Q91ZP9-2	Q91ZP9;Q91ZP9-2	N-terminal EF-hand calcium-binding protein 2	Necab2	6230	sp|Q91ZP9|NECA2_MOUSE N-terminal EF-hand calcium-binding protein 2 OS=Mus musculus OX=10090 GN=Necab2 PE=1 SV=1;sp|Q91ZP9-2|NECA2_MOUSE Isoform 2 of N-terminal EF-hand calcium-binding protein 2 OS=Mus musculus OX=10090 GN=Necab2
352540	260850	373500	367780	361550	381020	425640	352410	403080	371550	358800	416500	406480	388700	416450	399730	446760	423290	-1	12	12	10	61	61	54.5	23.629	0	123.33	17	Q91ZR1	Q91ZR1	Ras-related protein Rab-4B	Rab4b	6231	sp|Q91ZR1|RAB4B_MOUSE Ras-related protein Rab-4B OS=Mus musculus OX=10090 GN=Rab4b PE=1 SV=2
18673	12755	18223	19471	18129	19369	22288	17345	23384	19641	22727	20181	18923	20898	24046	25307	24303	17718	-1	4	4	4	7.7	7.7	7.7	67.903	0	14.386	5	Q91ZR2	Q91ZR2	Sorting nexin-18	Snx18	6232	sp|Q91ZR2|SNX18_MOUSE Sorting nexin-18 OS=Mus musculus OX=10090 GN=Snx18 PE=1 SV=1
33394	23192	43751	34536	41757	40109	33567	30475	46437	47845	35147	48546	35072	45499	44666	52280	46265	32562	-1	4	4	4	9.1	9.1	9.1	76.931	0	82.838	3	Q91ZS8-2;Q91ZS8;Q91ZS8-5;Q91ZS8-4;Q91ZS8-3;Q91ZS8-6	Q91ZS8-2;Q91ZS8;Q91ZS8-5;Q91ZS8-4;Q91ZS8-3;Q91ZS8-6	Double-stranded RNA-specific editase 1	Adarb1	6233	sp|Q91ZS8-2|RED1_MOUSE Isoform 2 of Double-stranded RNA-specific editase 1 OS=Mus musculus OX=10090 GN=Adarb1;sp|Q91ZS8|RED1_MOUSE Double-stranded RNA-specific editase 1 OS=Mus musculus OX=10090 GN=Adarb1 PE=1 SV=1;sp|Q91ZS8-5|RED1_MOUSE Isoform 5 of Doubl
27499	17596	30156	31591	30681	34889	36002	29921	36839	35032	31139	35059	34666	35987	37082	31505	40387	30377	-1	6	6	6	10.3	10.3	10.3	86.54	0	17.562	7	Q91ZT5;Q91ZT5-2;Q91ZT5-3;Q91ZT5-4	Q91ZT5;Q91ZT5-2	FYVE, RhoGEF and PH domain-containing protein 4	Fgd4	6234	sp|Q91ZT5|FGD4_MOUSE FYVE, RhoGEF and PH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Fgd4 PE=1 SV=1;sp|Q91ZT5-2|FGD4_MOUSE Isoform 2 of FYVE, RhoGEF and PH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Fgd4
843050	580580	869190	907850	868740	875810	975610	851740	937900	874470	814700	1005000	819750	890180	924180	1044400	993030	883590	-1	128	127	120	28.9	28.7	27.5	615.21	0	323.31	153	Q91ZU6-2;Q91ZU6;Q91ZU6-3;Q91ZU6-4;Q91ZU6-5	Q91ZU6-2;Q91ZU6;Q91ZU6-3;Q91ZU6-4	Dystonin	Dst	6235	sp|Q91ZU6-2|DYST_MOUSE Isoform 1 of Dystonin OS=Mus musculus OX=10090 GN=Dst;sp|Q91ZU6|DYST_MOUSE Dystonin OS=Mus musculus OX=10090 GN=Dst PE=1 SV=2;sp|Q91ZU6-3|DYST_MOUSE Isoform 3 of Dystonin OS=Mus musculus OX=10090 GN=Dst;sp|Q91ZU6-4|DYST_MOUSE Isoform
1221.5	677.940002441406	1518.40002441406	809.27001953125	626.570007324219	454.869995117188	1308.90002441406	1408.90002441406	1031.30004882813	1271.09997558594	767.150024414063	878.75	1165.30004882813	985.510009765625	911.739990234375	1393	1314.19995117188	1339.90002441406	-1	15	8	8	35.5	21.6	21.6	55.057	0	323.31	4	Q91ZU6-6	Q91ZU6-6	Dystonin	Dst	6236	sp|Q91ZU6-6|DYST_MOUSE Isoform 6 of Dystonin OS=Mus musculus OX=10090 GN=Dst
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	4	1	1	11.6	3.4	3.4	42.618	0.00014648	5.8095	0	Q91ZU6-8	Q91ZU6-8	Dystonin	Dst	6237	sp|Q91ZU6-8|DYST_MOUSE Isoform 7 of Dystonin OS=Mus musculus OX=10090 GN=Dst
96205	62251	100330	96670	95830	102770	115190	96299	113510	97269	91692	116260	96604	106980	104440	115290	117230	94924	-1	13	13	13	22.1	22.1	22.1	87.489	0	136.08	11	Q91ZV0-3;Q91ZV0	Q91ZV0-3;Q91ZV0	Melanoma inhibitory activity protein 2	Mia2	6238	sp|Q91ZV0-3|MIA2_MOUSE Isoform 3 of Melanoma inhibitory activity protein 2 OS=Mus musculus OX=10090 GN=Mia2;sp|Q91ZV0|MIA2_MOUSE Melanoma inhibitory activity protein 2 OS=Mus musculus OX=10090 GN=Mia2 PE=1 SV=3
6980.2998046875	4362.7998046875	7703.7001953125	6841.2998046875	6988.10009765625	5865.10009765625	6452	5818.2001953125	6690.10009765625	5474.39990234375	6849	7140.60009765625	5869.2001953125	6701.60009765625	6202.89990234375	9764	6775	6874	-1	2	2	2	6.6	6.6	6.6	55.635	0	10.047	2	Q91ZV7;Q91ZV7-2	Q91ZV7;Q91ZV7-2	Plexin domain-containing protein 1	Plxdc1	6240	sp|Q91ZV7|PLDX1_MOUSE Plexin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Plxdc1 PE=1 SV=2;sp|Q91ZV7-2|PLDX1_MOUSE Isoform 2 of Plexin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Plxdc1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	1	1	1	143.17	0.0055866	2.3245	0	Q91ZV8	Q91ZV8	G-protein coupled receptor 124	Gpr124	6241	sp|Q91ZV8|AGRA2_MOUSE Adhesion G protein-coupled receptor A2 OS=Mus musculus OX=10090 GN=Adgra2 PE=1 SV=2
42223	26497	37665	42605	36988	44039	47235	36426	46529	46221	33925	46336	40989	42335	57979	50486	55472	47232	-1	2	2	2	6.4	6.4	6.4	44.688	0	6.2809	2	Q91ZW2	Q91ZW2	GDP-fucose protein O-fucosyltransferase 1	Pofut1	6242	sp|Q91ZW2|OFUT1_MOUSE GDP-fucose protein O-fucosyltransferase 1 OS=Mus musculus OX=10090 GN=Pofut1 PE=1 SV=1
122610	86153	134310	128950	125510	134700	135620	112180	151120	117780	124450	148610	136460	135040	158230	150700	157940	118410	-1	12	12	10	14	14	12.3	121.63	0	84.9	12	Q91ZW3	Q91ZW3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	Smarca5	6243	sp|Q91ZW3|SMCA5_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus OX=10090 GN=Smarca5 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	3.4	3.4	3.4	67.579	0.00014741	5.9919	0	Q91ZX6	Q91ZX6	Sentrin-specific protease 2	Senp2	6244	sp|Q91ZX6|SENP2_MOUSE Sentrin-specific protease 2 OS=Mus musculus OX=10090 GN=Senp2 PE=1 SV=2
302560	215490	341550	366300	348200	369530	397730	327200	396050	366050	332220	386360	349790	350630	362960	367920	380080	334770	-1	101	101	100	30.1	30.1	29.9	504.74	0	323.31	159	Q91ZX7;REV__Q91ZX7;O88572;Q91VN0	Q91ZX7	Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain	Lrp1	6245	sp|Q91ZX7|LRP1_MOUSE Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1
8661800	6292700	9700200	8338600	8784500	9270600	10038000	7342600	10749000	9214600	9179200	9750300	9551300	8957700	8948600	8405200	10112000	8694600	-1	7	6	6	52.6	45.9	45.9	14.051	0	34.133	9	Q91ZZ3;O55042-2;O55042	Q91ZZ3	Beta-synuclein	Sncb	6246	sp|Q91ZZ3|SYUB_MOUSE Beta-synuclein OS=Mus musculus OX=10090 GN=Sncb PE=1 SV=1
10248	6648.89990234375	10124	11087	8989.599609375	8945.099609375	11581	10240	11679	10417	8598	12396	8661	10279	10286	11982	10854	7976.89990234375	-1	3	3	3	5.5	5.5	5.5	50.964	0.001709	2.9038	3	Q920A5	Q920A5	Retinoid-inducible serine carboxypeptidase	Scpep1	6247	sp|Q920A5|RISC_MOUSE Retinoid-inducible serine carboxypeptidase OS=Mus musculus OX=10090 GN=Scpep1 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	1.6	1.6	1.6	111.56	0	24.489	0	Q920B0-2;Q920B0	Q920B0-2;Q920B0	FERM domain-containing protein 4B	Frmd4b	6248	sp|Q920B0-2|FRM4B_MOUSE Isoform 2 of FERM domain-containing protein 4B OS=Mus musculus OX=10090 GN=Frmd4b;sp|Q920B0|FRM4B_MOUSE FERM domain-containing protein 4B OS=Mus musculus OX=10090 GN=Frmd4b PE=1 SV=2
163190	120960	187290	178210	177030	187890	180710	162150	219960	186600	189110	201290	179510	172780	228540	251590	224310	184900	-1	11	11	11	14.8	14.8	14.8	119.82	0	45.33	15	Q920B9	Q920B9	FACT complex subunit SPT16	Supt16h	6249	sp|Q920B9|SP16H_MOUSE FACT complex subunit SPT16 OS=Mus musculus OX=10090 GN=Supt16h PE=1 SV=2
7159.39990234375	4610.2998046875	7230.5	7080.7001953125	7763	7939.10009765625	7825.10009765625	5399	9519.7001953125	6832.7998046875	6679.89990234375	9254.2001953125	7795.10009765625	7295.10009765625	8034.89990234375	7853.10009765625	8823.7001953125	7635.39990234375	-1	1	1	1	5.1	5.1	5.1	19.538	0.0039846	2.4974	2	Q920D3	Q920D3	Mediator of RNA polymerase II transcription subunit 28	Med28	6250	sp|Q920D3|MED28_MOUSE Mediator of RNA polymerase II transcription subunit 28 OS=Mus musculus OX=10090 GN=Med28 PE=1 SV=2
5121	4257.60009765625	5919.2998046875	6855.7001953125	7334	6152.7001953125	8901	5997.7001953125	6689.89990234375	6649.5	5073.10009765625	6658.10009765625	5513.39990234375	5498.5	5098.89990234375	5004.39990234375	6661	5111.89990234375	-1	3	2	2	2.9	2	2	111.81	0.0017092	2.9038	1	Q920E3	Q920E3	Potassium voltage-gated channel subfamily H member 5	Kcnh5	6251	sp|Q920E3|KCNH5_MOUSE Potassium voltage-gated channel subfamily H member 5 OS=Mus musculus OX=10090 GN=Kcnh5 PE=1 SV=3
639630	381380	558460	551200	522850	595420	628070	507420	594020	522180	518310	593970	600120	521700	719370	564110	661620	550750	-1	6	6	6	15.6	15.6	15.6	40.581	0	29.846	12	Q920E5	Q920E5	Farnesyl pyrophosphate synthase	Fdps	6252	sp|Q920E5|FPPS_MOUSE Farnesyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Fdps PE=1 SV=1
1033900	804070	1498300	1540500	1337300	1441700	1733000	1337500	1508000	1458800	1395100	1537100	1537900	1339000	1409600	1219900	1716700	1426800	-1	45	45	45	38.5	38.5	38.5	163.45	0	323.31	75	Q920I9;Q920I9-2	Q920I9;Q920I9-2	WD repeat-containing protein 7	Wdr7	6253	sp|Q920I9|WDR7_MOUSE WD repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Wdr7 PE=1 SV=3;sp|Q920I9-2|WDR7_MOUSE Isoform 2 of WD repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Wdr7
32816	20895	32169	33075	26764	31746	32632	26499	27135	29442	28703	33252	26404	30240	33405	29887	37682	30743	-1	1	1	1	4.7	4.7	4.7	52.322	0	30.361	1	Q920L1	Q920L1	Fatty acid desaturase 1	Fads1	6254	sp|Q920L1|FADS1_MOUSE Acyl-CoA (8-3)-desaturase OS=Mus musculus OX=10090 GN=Fads1 PE=1 SV=1
66820	40599	74745	62357	69972	50356	60243	49759	63864	71134	71752	72237	61177	72207	63107	85913	73284	66712	-1	3	2	2	8.6	6.3	6.3	48.092	0	7.5145	5	Q920M5-3;Q920M5-2;Q920M5;Q920M5-4	Q920M5-3;Q920M5-2;Q920M5;Q920M5-4	Coronin-6	Coro6	6255	sp|Q920M5-3|CORO6_MOUSE Isoform C of Coronin-6 OS=Mus musculus OX=10090 GN=Coro6;sp|Q920M5-2|CORO6_MOUSE Isoform B of Coronin-6 OS=Mus musculus OX=10090 GN=Coro6;sp|Q920M5|CORO6_MOUSE Coronin-6 OS=Mus musculus OX=10090 GN=Coro6 PE=1 SV=1;sp|Q920M5-4|CORO6_
187730	109840	210140	203650	179050	275720	267650	181930	236510	177150	205650	233940	216530	188800	239960	112880	309850	215800	-1	8	8	8	16.8	16.8	16.8	53.293	0	18.478	11	Q920M7	Q920M7	Synaptotagmin-17	Syt17	6256	sp|Q920M7|SYT17_MOUSE Synaptotagmin-17 OS=Mus musculus OX=10090 GN=Syt17 PE=1 SV=1
98117	58214	94011	106240	94111	108000	117870	86077	116570	107150	98258	112760	94489	86797	111100	122750	128940	106190	-1	6	6	6	12	12	12	78.516	0	14.483	6	Q920N2	Q920N2	Biotin--protein ligase;Biotin--[methylmalonyl-CoA-carboxytransferase] ligase;Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase;Biotin--[methylcrotonoyl-CoA-carboxylase] ligase;Biotin--[acetyl-CoA-carboxylase] ligase	Hlcs	6257	sp|Q920N2|BPL1_MOUSE Biotin--protein ligase OS=Mus musculus OX=10090 GN=Hlcs PE=1 SV=1
574460	352970	552680	588880	570030	540600	618600	528560	580110	560710	499840	695570	552070	592920	521020	1020600	640920	537730	-1	14	14	14	32.5	32.5	32.5	46.68	0	69.181	19	Q920N7	Q920N7	Synaptotagmin-12	Syt12	6258	sp|Q920N7|SYT12_MOUSE Synaptotagmin-12 OS=Mus musculus OX=10090 GN=Syt12 PE=1 SV=1
260190	162980	311590	285160	312760	260230	317080	272120	327730	258180	291940	334230	325370	290860	263550	186350	310090	245510	-1	12	12	11	17.6	17.6	16.2	88.64	0	47.601	16	Q920P3;Q920P3-2	Q920P3	BMP/retinoic acid-inducible neural-specific protein 1	Brinp1	6259	sp|Q920P3|BRNP1_MOUSE BMP/retinoic acid-inducible neural-specific protein 1 OS=Mus musculus OX=10090 GN=Brinp1 PE=1 SV=1
533280	372060	687980	576860	521630	681800	740150	663350	602590	510130	499640	597210	660010	570900	590730	415620	675870	595120	-1	13	13	13	23.3	23.3	23.3	63.322	0	45.684	22	Q920P5;Q920P5-2	Q920P5	Adenylate kinase isoenzyme 5	Ak5	6260	sp|Q920P5|KAD5_MOUSE Adenylate kinase isoenzyme 5 OS=Mus musculus OX=10090 GN=Ak5 PE=1 SV=2
160490	107550	167440	170920	161640	172040	185170	152040	178700	165720	160450	190990	160570	166480	177140	156940	194050	169270	-1	8	8	8	11.9	11.9	11.9	94.927	0	49.485	10	Q920Q4;Q920Q4-2	Q920Q4;Q920Q4-2	Vacuolar protein sorting-associated protein 16 homolog	Vps16	6261	sp|Q920Q4|VPS16_MOUSE Vacuolar protein sorting-associated protein 16 homolog OS=Mus musculus OX=10090 GN=Vps16 PE=1 SV=3;sp|Q920Q4-2|VPS16_MOUSE Isoform 2 of Vacuolar protein sorting-associated protein 16 homolog OS=Mus musculus OX=10090 GN=Vps16
345060	263980	413790	400610	398470	479830	435300	314720	504690	449440	420100	452050	405670	440370	483560	557960	491530	408340	-1	5	5	4	22	22	17.7	30.893	0	21.366	6	Q920Q6-3;Q920Q6-2;Q920Q6	Q920Q6-3;Q920Q6-2;Q920Q6	RNA-binding protein Musashi homolog 2	Msi2	6262	sp|Q920Q6-3|MSI2H_MOUSE Isoform 3 of RNA-binding protein Musashi homolog 2 OS=Mus musculus OX=10090 GN=Msi2;sp|Q920Q6-2|MSI2H_MOUSE Isoform 2 of RNA-binding protein Musashi homolog 2 OS=Mus musculus OX=10090 GN=Msi2;sp|Q920Q6|MSI2H_MOUSE RNA-binding protei
45668	25654	45494	46214	43713	50103	53518	46876	59964	45837	52792	60657	46409	48494	56913	45813	65474	44550	-1	5	5	5	11.5	11.5	11.5	66.673	0	154.87	6	Q920Q8-4;Q920Q8-3;Q920Q8;Q920Q8-2	Q920Q8-4;Q920Q8-3;Q920Q8	Influenza virus NS1A-binding protein homolog	Ivns1abp	6263	sp|Q920Q8-4|NS1BP_MOUSE Isoform 4 of Influenza virus NS1A-binding protein homolog OS=Mus musculus OX=10090 GN=Ivns1abp;sp|Q920Q8-3|NS1BP_MOUSE Isoform 3 of Influenza virus NS1A-binding protein homolog OS=Mus musculus OX=10090 GN=Ivns1abp;sp|Q920Q8|NS1BP_MO
81885	48387	75698	76832	71763	80127	85899	76146	82497	72598	75668	94458	79039	80533	75997	149350	90719	79729	-1	21	21	21	14.5	14.5	14.5	182.56	0	323.31	12	Q920R0;Q920R0-2	Q920R0	Alsin	Als2	6264	sp|Q920R0|ALS2_MOUSE Alsin OS=Mus musculus OX=10090 GN=Als2 PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	5	5	5	12.6	12.6	12.6	30.292	0	44.678	0	Q921C1	Q921C1	Gap junction gamma-3 protein	Gjc3	6265	sp|Q921C1|CXG3_MOUSE Gap junction gamma-3 protein OS=Mus musculus OX=10090 GN=Gjc3 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	3	3	3	2.3	2.3	2.3	253.95	0	14.36	0	Q921C3-2;Q921C3	Q921C3-2;Q921C3	Bromodomain and WD repeat-containing protein 1	Brwd1	6266	sp|Q921C3-2|BRWD1_MOUSE Isoform B of Bromodomain and WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Brwd1;sp|Q921C3|BRWD1_MOUSE Bromodomain and WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Brwd1 PE=1 SV=2
88076	59024	102540	89702	94584	101060	113470	86429	107760	92089	95870	114400	101210	93100	128630	112150	117290	100100	-1	10	10	8	11.9	11.9	9	96.646	0	28.924	12	Q921C5-2;Q921C5;Q921C5-3	Q921C5-2;Q921C5	Protein bicaudal D homolog 2	Bicd2	6267	sp|Q921C5-2|BICD2_MOUSE Isoform 2 of Protein bicaudal D homolog 2 OS=Mus musculus OX=10090 GN=Bicd2;sp|Q921C5|BICD2_MOUSE Protein bicaudal D homolog 2 OS=Mus musculus OX=10090 GN=Bicd2 PE=1 SV=1
4525.39990234375	4548.2001953125	7723.7998046875	6624.5	6872.7998046875	8233.900390625	8041.60009765625	7260.2998046875	7009.2001953125	7893.2998046875	8599	8748.900390625	6095.7998046875	7947.89990234375	8995.900390625	8193.099609375	7638.2998046875	7548.89990234375	-1	2	2	2	8.9	8.9	8.9	28.433	0.0063044	2.2145	3	Q921D4	Q921D4	Mediator of RNA polymerase II transcription subunit 6	Med6	6268	sp|Q921D4|MED6_MOUSE Mediator of RNA polymerase II transcription subunit 6 OS=Mus musculus OX=10090 GN=Med6 PE=1 SV=2
622320	402520	637870	651200	648100	596430	699440	542490	685840	627660	539700	727540	703810	663140	623180	765070	716410	664860	-1	7	5	5	49.5	38.1	38.1	21.331	0	40.386	7	Q921E2	Q921E2	Ras-related protein Rab-31	Rab31	6269	sp|Q921E2|RAB31_MOUSE Ras-related protein Rab-31 OS=Mus musculus OX=10090 GN=Rab31 PE=1 SV=1
631670	500500	867120	844160	801640	867900	929040	689870	1068600	796790	820390	894780	850490	835060	988640	1008800	1010600	780600	-1	9	9	9	26.3	26.3	26.3	44.547	0	72.268	12	Q921F2	Q921F2	TAR DNA-binding protein 43	Tardbp	6270	sp|Q921F2|TADBP_MOUSE TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
