Ink_P1	Ink_15	Ink_1	Ink_9	Ink_13	Ink_6	Ink_3	Ink_11	Ink_4	Ink_12	Ink_5	Ink_2	Ink_15	Ink_14	Ink_7	Ink_16	Ink_8	Ink_P2	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
349900	460560	595390	494190	462150	562010	411040	483650	580910	535730	536260	499610	512130	472000	585560	553660	634750	396960	-1	9	9	9	24.3	24.3	24.3	51.844	0	59.897	13	Q8R4G0-5;Q8R4G0-4;Q8R4G0-9;Q8R4G0-3;Q8R4G0-2;Q8R4G0-7;Q8R4G0;Q8R4G0-10;Q8R4G0-6;Q8R4G0-8	Q8R4G0-5;Q8R4G0-4;Q8R4G0-9;Q8R4G0-3;Q8R4G0-2;Q8R4G0-7;Q8R4G0;Q8R4G0-10;Q8R4G0-6;Q8R4G0-8	Netrin-G1	Ntng1	5687	sp|Q8R4G0-5|NTNG1_MOUSE Isoform 1E of Netrin-G1 OS=Mus musculus OX=10090 GN=Ntng1;sp|Q8R4G0-4|NTNG1_MOUSE Isoform 1D of Netrin-G1 OS=Mus musculus OX=10090 GN=Ntng1;sp|Q8R4G0-9|NTNG1_MOUSE Isoform 1I of Netrin-G1 OS=Mus musculus OX=10090 GN=Ntng1;sp|Q8R4G0-
238320	317220	385250	329000	314230	367730	324990	288490	390430	314640	352880	341160	363660	336720	362090	288880	323460	271090	-1	34	34	33	30.4	30.4	29.5	172.35	0	323.31	32	Q8R4H2	Q8R4H2	Rho guanine nucleotide exchange factor 12	Arhgef12	5688	sp|Q8R4H2|ARHGC_MOUSE Rho guanine nucleotide exchange factor 12 OS=Mus musculus OX=10090 GN=Arhgef12 PE=1 SV=2
8023	8485.599609375	12024	9396.7001953125	9727.7998046875	12172	11883	7799.89990234375	10669	12345	8518.7001953125	8681.400390625	9020.2001953125	10663	9837	9038.900390625	11919	8604.2001953125	-1	1	1	1	1.7	1.7	1.7	83.772	0	17.686	1	Q8R4H9	Q8R4H9	Zinc transporter 5	Slc30a5	5689	sp|Q8R4H9|ZNT5_MOUSE Zinc transporter 5 OS=Mus musculus OX=10090 GN=Slc30a5 PE=1 SV=1
33254	38909	66114	40651	40129	53634	33933	40725	52818	43373	57519	35706	48406	42763	40663	47454	47523	32380	-1	6	6	6	19.3	19.3	19.3	60.242	0	213.32	8	Q8R4I7	Q8R4I7	Neuropilin and tolloid-like protein 1	Neto1	5690	sp|Q8R4I7|NETO1_MOUSE Neuropilin and tolloid-like protein 1 OS=Mus musculus OX=10090 GN=Neto1 PE=1 SV=2
511810	685280	818750	687620	715770	798700	968520	759310	815020	677920	666800	736260	841790	788640	805320	628000	730950	569860	-1	12	12	12	35.8	35.8	35.8	37.548	0	48.387	16	Q8R4N0	Q8R4N0	Citrate lyase subunit beta-like protein, mitochondrial	Clybl	5692	sp|Q8R4N0|CLYBL_MOUSE Citramalyl-CoA lyase, mitochondrial OS=Mus musculus OX=10090 GN=Clybl PE=1 SV=2
1261.40002441406	1710.59997558594	2047.69995117188	1285.5	1774.19995117188	1842.5	1819.69995117188	1760.09997558594	2161.10009765625	1350.59997558594	1142.59997558594	1868.09997558594	2579.80004882813	1568.19995117188	1897.80004882813	1759.59997558594	771.27001953125	1406.40002441406	-1	3	3	3	12.3	12.3	12.3	34.785	0	289.13	2	Q8R4R6	Q8R4R6	Nucleoporin NUP53	Nup35	5693	sp|Q8R4R6|NUP35_MOUSE Nucleoporin NUP35 OS=Mus musculus OX=10090 GN=Nup35 PE=1 SV=2
21635	25302	30986	26564	26479	32416	28004	24340	32366	26498	21852	27277	30238	30636	28375	23284	26968	21343	-1	3	3	3	28	28	28	17.754	0	33.317	4	Q8R4S0	Q8R4S0	Protein phosphatase 1 regulatory subunit 14C	Ppp1r14c	5694	sp|Q8R4S0|PP14C_MOUSE Protein phosphatase 1 regulatory subunit 14C OS=Mus musculus OX=10090 GN=Ppp1r14c PE=1 SV=1
1593.59997558594	3077.30004882813	2534	1819.69995117188	2096.30004882813	2686.30004882813	2021.5	2522.69995117188	2298.60009765625	1874.59997558594	3243.80004882813	2056.80004882813	2821.19995117188	3266.80004882813	3845.60009765625	2451.5	2601.39990234375	1607.19995117188	-1	3	3	3	33.8	33.8	33.8	15.506	0	13.157	1	Q8R4T1	Q8R4T1	Cystin-1	Cys1	5695	sp|Q8R4T1|CYS1_MOUSE Cystin-1 OS=Mus musculus OX=10090 GN=Cys1 PE=1 SV=1
201740	296550	301850	251200	283630	301700	359940	290380	327630	246460	257860	295440	301330	333080	319240	256130	292110	221310	-1	27	27	27	29.2	29.2	29.2	119.31	0	323.31	29	Q8R4U7	Q8R4U7	Leucine zipper protein 1	Luzp1	5696	sp|Q8R4U7|LUZP1_MOUSE Leucine zipper protein 1 OS=Mus musculus OX=10090 GN=Luzp1 PE=1 SV=2
61778	78252	105060	94158	106910	94422	242250	107550	104780	91292	68197	95461	127760	141590	112750	63669	131570	83264	-1	9	9	9	53.2	53.2	53.2	26.186	0	157.79	9	Q8R4V2;Q8R4V2-2	Q8R4V2	Dual specificity protein phosphatase 15	Dusp15	5697	sp|Q8R4V2|DUS15_MOUSE Dual specificity protein phosphatase 15 OS=Mus musculus OX=10090 GN=Dusp15 PE=1 SV=3
134700	148380	216410	167320	202570	199200	157230	137590	238410	161290	189040	185700	193470	182680	249280	127730	137900	140240	-1	9	9	9	9.2	9.2	9.2	102.8	0	36.655	9	Q8R4X3	Q8R4X3	RNA-binding protein 12	Rbm12	5698	sp|Q8R4X3|RBM12_MOUSE RNA-binding protein 12 OS=Mus musculus OX=10090 GN=Rbm12 PE=1 SV=3
2081.80004882813	1958.80004882813	2464.10009765625	1866.19995117188	2318.5	2299.5	1787.90002441406	2525.30004882813	3367.10009765625	1922.5	1658.69995117188	1865.90002441406	2526.89990234375	1621.5	2221	2143.69995117188	2263.80004882813	1891.80004882813	-1	1	1	1	0.8	0.8	0.8	258.59	0.0067097	1.5468	1	Q8R4Y4-2;Q8R4Y4	Q8R4Y4-2;Q8R4Y4	Stabilin-1	Stab1	5699	sp|Q8R4Y4-2|STAB1_MOUSE Isoform 2 of Stabilin-1 OS=Mus musculus OX=10090 GN=Stab1;sp|Q8R4Y4|STAB1_MOUSE Stabilin-1 OS=Mus musculus OX=10090 GN=Stab1 PE=1 SV=1
89053	126770	154050	124360	128160	141600	116190	123680	154310	124400	143830	132560	133940	140710	153910	120100	112360	100840	-1	14	13	13	19.9	18.4	18.4	92.371	0	111.75	10	Q8R502	Q8R502	Volume-regulated anion channel subunit LRRC8C	Lrrc8c	5701	sp|Q8R502|LRC8C_MOUSE Volume-regulated anion channel subunit LRRC8C OS=Mus musculus OX=10090 GN=Lrrc8c PE=1 SV=1
51723	70763	90071	76134	76016	83785	72619	74557	91181	72470	82798	84550	81531	81028	86214	79508	78499	59594	-1	13	13	13	16.3	16.3	16.3	100.29	0	21.094	14	Q8R516-2;Q8R516;Q8R516-3	Q8R516-2;Q8R516	E3 ubiquitin-protein ligase MIB2	Mib2	5702	sp|Q8R516-2|MIB2_MOUSE Isoform 2 of E3 ubiquitin-protein ligase MIB2 OS=Mus musculus OX=10090 GN=Mib2;sp|Q8R516|MIB2_MOUSE E3 ubiquitin-protein ligase MIB2 OS=Mus musculus OX=10090 GN=Mib2 PE=1 SV=2
451800	549570	784970	634260	585810	778050	595940	561350	687530	663600	653520	679660	680850	609170	663190	592350	630360	513200	-1	24	24	24	38.9	38.9	38.9	78.169	0	323.31	24	Q8R550;Q8R550-2;Q8R550-3;Q8R550-5;Q8R550-4;Q8R550-6;Q8R550-8;Q8R550-7	Q8R550;Q8R550-2;Q8R550-3;Q8R550-5;Q8R550-4	SH3 domain-containing kinase-binding protein 1	Sh3kbp1	5703	sp|Q8R550|SH3K1_MOUSE SH3 domain-containing kinase-binding protein 1 OS=Mus musculus OX=10090 GN=Sh3kbp1 PE=1 SV=1;sp|Q8R550-2|SH3K1_MOUSE Isoform 2 of SH3 domain-containing kinase-binding protein 1 OS=Mus musculus OX=10090 GN=Sh3kbp1;sp|Q8R550-3|SH3K1_MOU
76333	98444	117350	99084	96445	110970	86721	78753	111840	92659	99693	98360	101590	100560	110370	102440	105590	81545	-1	13	13	12	23.1	23.1	21.7	100.8	0	159.27	9	Q8R554	Q8R554	OTU domain-containing protein 7A	Otud7a	5704	sp|Q8R554|OTU7A_MOUSE OTU domain-containing protein 7A OS=Mus musculus OX=10090 GN=Otud7a PE=1 SV=1
107030	150140	228080	165810	162450	197770	191690	144140	176760	150340	166890	137750	179090	166520	173850	148360	172540	121920	-1	9	9	9	17.6	17.6	17.6	70.324	0	43.36	13	Q8R555	Q8R555	Cartilage acidic protein 1	Crtac1	5705	sp|Q8R555|CRAC1_MOUSE Cartilage acidic protein 1 OS=Mus musculus OX=10090 GN=Crtac1 PE=2 SV=1
1089500	1465100	1734700	1395600	1482100	1697500	1748500	1446800	1595100	1507700	1433800	1535700	1692200	1731900	1490900	1492900	1679200	1270800	-1	15	15	15	45.3	45.3	45.3	46.524	0	148.12	25	Q8R570;Q8R570-2	Q8R570;Q8R570-2	Synaptosomal-associated protein 47	Snap47	5706	sp|Q8R570|SNP47_MOUSE Synaptosomal-associated protein 47 OS=Mus musculus OX=10090 GN=Snap47 PE=1 SV=1;sp|Q8R570-2|SNP47_MOUSE Isoform 2 of Synaptosomal-associated protein 47 OS=Mus musculus OX=10090 GN=Snap47
287830	351330	549760	556900	474600	557680	458230	371580	469670	447650	483760	461190	542490	526860	619430	428360	692810	349080	-1	10	10	9	35.2	35.2	31.4	40.88	0	212.17	14	Q8R574	Q8R574	Phosphoribosyl pyrophosphate synthase-associated protein 2	Prpsap2	5707	sp|Q8R574|KPRB_MOUSE Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Mus musculus OX=10090 GN=Prpsap2 PE=1 SV=1
12699	13814	17206	15025	14434	17874	13685	13303	15607	11297	16741	16456	16531	13551	18450	16244	15363	10734	-1	4	4	4	7.2	7.2	7.2	74.318	0	22.368	3	Q8R5A3	Q8R5A3	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein	Apbb1ip	5708	sp|Q8R5A3|AB1IP_MOUSE Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Mus musculus OX=10090 GN=Apbb1ip PE=1 SV=2
96811	117500	159250	125660	130150	149000	136350	128700	166630	130540	138670	126980	144540	141580	147560	150310	171410	105210	-1	7	7	7	19.2	19.2	19.2	59.362	0	67.117	8	Q8R5A6;Q8R5A6-2	Q8R5A6;Q8R5A6-2	TBC1 domain family member 22A	Tbc1d22a	5709	sp|Q8R5A6|TB22A_MOUSE TBC1 domain family member 22A OS=Mus musculus OX=10090 GN=Tbc1d22a PE=1 SV=3;sp|Q8R5A6-2|TB22A_MOUSE Isoform 2 of TBC1 domain family member 22A OS=Mus musculus OX=10090 GN=Tbc1d22a
760800	921700	1175300	883080	956960	1037000	1087700	888690	1159300	984180	945740	901230	1044300	1047900	1149700	1013100	1132000	739680	-1	12	12	7	49.2	49.2	31.6	42.281	0	156.29	35	Q8R5C5	Q8R5C5	Beta-centractin	Actr1b	5711	sp|Q8R5C5|ACTY_MOUSE Beta-centractin OS=Mus musculus OX=10090 GN=Actr1b PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	3.4	3.4	3.4	80.027	0.0031128	1.992	0	Q8R5F8	Q8R5F8	Epidermal growth factor receptor kinase substrate 8-like protein 1	Eps8l1	5713	sp|Q8R5F8|ES8L1_MOUSE Epidermal growth factor receptor kinase substrate 8-like protein 1 OS=Mus musculus OX=10090 GN=Eps8l1 PE=1 SV=1
566020	711400	942590	763360	813790	852570	731120	753620	961550	703830	877300	838670	857800	764350	869590	684150	680530	604480	-1	33	33	32	37.2	37.2	36.2	112.32	0	323.31	48	Q8R5H1;Q8R5H1-5;Q8R5H1-2;Q8R5H1-3;Q8R5H1-4	Q8R5H1;Q8R5H1-5;Q8R5H1-2	Ubiquitin carboxyl-terminal hydrolase 15	Usp15	5714	sp|Q8R5H1|UBP15_MOUSE Ubiquitin carboxyl-terminal hydrolase 15 OS=Mus musculus OX=10090 GN=Usp15 PE=1 SV=1;sp|Q8R5H1-5|UBP15_MOUSE Isoform 5 of Ubiquitin carboxyl-terminal hydrolase 15 OS=Mus musculus OX=10090 GN=Usp15;sp|Q8R5H1-2|UBP15_MOUSE Isoform 2 of
1997900	2895500	3628600	3076300	2926800	3359300	2583500	2700000	3824700	2805800	3306900	2942500	3380200	3100300	3386300	3333900	3416400	2209700	-1	19	19	19	37.6	37.6	37.6	61.508	0	174.89	33	Q8R5H6	Q8R5H6	Wiskott-Aldrich syndrome protein family member 1	Wasf1	5715	sp|Q8R5H6|WASF1_MOUSE Wiskott-Aldrich syndrome protein family member 1 OS=Mus musculus OX=10090 GN=Wasf1 PE=1 SV=2
4553.39990234375	5095.2001953125	7139.10009765625	6747.60009765625	7156.2001953125	9424.5	8542.400390625	6874.5	7521.39990234375	5716.2001953125	6333.7998046875	7157.2001953125	7273.60009765625	7621.10009765625	8075.89990234375	7424.2001953125	9943.7998046875	4603.10009765625	-1	5	1	1	25.7	6	6	25.519	0.0018541	2.3586	1	Q8R5I6	Q8R5I6		Gstm4	5716	sp|Q8R5I6|GSTM4_MOUSE Glutathione S-transferase Mu 4 OS=Mus musculus OX=10090 GN=Gstm4 PE=1 SV=1
92746	126080	154710	115030	126930	149820	79503	111950	123200	121530	121610	121400	128510	124710	132420	86950	72834	94878	-1	5	5	5	28.7	28.7	28.7	21.557	0	19.177	14	Q8R5J9	Q8R5J9	PRA1 family protein 3	Arl6ip5	5717	sp|Q8R5J9|PRAF3_MOUSE PRA1 family protein 3 OS=Mus musculus OX=10090 GN=Arl6ip5 PE=1 SV=2
18737	27171	40479	25777	28897	36963	29895	27682	34977	30585	30793	32162	29044	35840	32820	23479	19252	23627	-1	4	4	4	5.9	5.9	5.9	101.84	0	11.712	3	Q8R5K2-2;Q8R5K2	Q8R5K2-2;Q8R5K2	Ubiquitin carboxyl-terminal hydrolase 33	Usp33	5718	sp|Q8R5K2-2|UBP33_MOUSE Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 33 OS=Mus musculus OX=10090 GN=Usp33;sp|Q8R5K2|UBP33_MOUSE Ubiquitin carboxyl-terminal hydrolase 33 OS=Mus musculus OX=10090 GN=Usp33 PE=1 SV=2
19418	24034	37010	27898	27874	36186	17417	23773	35591	25031	28817	30941	29321	28387	32225	15887	15927	25047	-1	3	3	3	3.2	3.2	3.2	119.52	0	21.098	4	Q8R5K4-2;Q8R5K4	Q8R5K4-2;Q8R5K4	Nucleolar protein 6	Nol6	5719	sp|Q8R5K4-2|NOL6_MOUSE Isoform 2 of Nucleolar protein 6 OS=Mus musculus OX=10090 GN=Nol6;sp|Q8R5K4|NOL6_MOUSE Nucleolar protein 6 OS=Mus musculus OX=10090 GN=Nol6 PE=2 SV=2
324360	427420	574530	484860	479230	549890	572910	462470	573340	485330	477330	476660	540130	565970	541060	504660	557640	409980	-1	17	17	17	26.3	26.3	26.3	100.65	0	77.222	19	Q8R5L3-2;Q8R5L3	Q8R5L3-2;Q8R5L3	Vam6/Vps39-like protein	Vps39	5720	sp|Q8R5L3-2|VPS39_MOUSE Isoform 2 of Vam6/Vps39-like protein OS=Mus musculus OX=10090 GN=Vps39;sp|Q8R5L3|VPS39_MOUSE Vam6/Vps39-like protein OS=Mus musculus OX=10090 GN=Vps39 PE=1 SV=1
922390	1346500	1573900	1293600	1336200	1562300	1114300	1236300	1487100	1406000	1448100	1286000	1470500	1411900	1661000	1346000	1582200	1074400	-1	12	12	12	43.2	43.2	43.2	45.779	0	323.31	36	Q8R5M8-4;Q8R5M8-3;Q8R5M8-2;Q8R5M8;Q8R5M8-7;Q8R5M8-6;Q8R5M8-5	Q8R5M8-4;Q8R5M8-3;Q8R5M8-2;Q8R5M8;Q8R5M8-7;Q8R5M8-6;Q8R5M8-5	Cell adhesion molecule 1	Cadm1	5721	sp|Q8R5M8-4|CADM1_MOUSE Isoform 4 of Cell adhesion molecule 1 OS=Mus musculus OX=10090 GN=Cadm1;sp|Q8R5M8-3|CADM1_MOUSE Isoform 3 of Cell adhesion molecule 1 OS=Mus musculus OX=10090 GN=Cadm1;sp|Q8R5M8-2|CADM1_MOUSE Isoform 2 of Cell adhesion molecule 1 OS
93558	114180	126480	118760	115580	158070	118660	105120	126560	136350	100270	111990	134370	129790	121540	81507	79922	99385	-1	9	9	9	21.9	21.9	21.9	31.395	0	323.31	5	Q8VBT0	Q8VBT0	Thioredoxin-related transmembrane protein 1	Tmx1	5722	sp|Q8VBT0|TMX1_MOUSE Thioredoxin-related transmembrane protein 1 OS=Mus musculus OX=10090 GN=Tmx1 PE=1 SV=1
80437	76818	139670	103270	113950	124770	73918	84818	133530	104320	126340	123870	122270	97129	128890	54909	51053	100370	-1	11	11	11	33.1	33.1	33.1	59.795	0	124.72	9	Q8VBT9;Q8VBT9-3;Q8VBT9-2	Q8VBT9;Q8VBT9-3;Q8VBT9-2	Tether containing UBX domain for GLUT4	Aspscr1	5723	sp|Q8VBT9|ASPC1_MOUSE Tether containing UBX domain for GLUT4 OS=Mus musculus OX=10090 GN=Aspscr1 PE=1 SV=1;sp|Q8VBT9-3|ASPC1_MOUSE Isoform 3 of Tether containing UBX domain for GLUT4 OS=Mus musculus OX=10090 GN=Aspscr1;sp|Q8VBT9-2|ASPC1_MOUSE Isoform 2 of
482.549987792969	1228.90002441406	1910.30004882813	462.369995117188	729.309997558594	1361.09997558594	1046.40002441406	859.799987792969	1246.19995117188	1624.40002441406	809.739990234375	473.670013427734	1112.90002441406	1239.19995117188	1313.40002441406	481.559997558594	260.459991455078	964.900024414063	-1	1	1	1	3.1	3.1	3.1	32.631	0.0028661	2.0564	1	Q8VBV3	Q8VBV3	Exosome complex component RRP4	Exosc2	5724	sp|Q8VBV3|EXOS2_MOUSE Exosome complex component RRP4 OS=Mus musculus OX=10090 GN=Exosc2 PE=1 SV=1
38133	48630	59946	50932	51080	54464	58737	50568	54666	51657	46866	53412	56354	49962	53180	57521	61681	40068	-1	6	6	6	41.1	41.1	41.1	23.255	0	129.26	5	Q8VBV7	Q8VBV7	COP9 signalosome complex subunit 8	Cops8	5726	sp|Q8VBV7|CSN8_MOUSE COP9 signalosome complex subunit 8 OS=Mus musculus OX=10090 GN=Cops8 PE=1 SV=1
413.940002441406	514.859985351563	435.059997558594	491.910003662109	208.139999389648	282.010009765625	458.839996337891	369.75	NaN	NaN	310.649993896484	466.359985351563	207.449996948242	380.320007324219	500.690002441406	259.410003662109	436.649993896484	NaN	-1	4	3	3	6.8	5.7	5.7	70.255	0	54.241	1	Q8VBW1-3;Q8VBW1-2;Q8VBW1;P31651;O35316	Q8VBW1-3;Q8VBW1-2;Q8VBW1	Sodium- and chloride-dependent creatine transporter 1	Slc6a8	5727	sp|Q8VBW1-3|SC6A8_MOUSE Isoform 3 of Sodium- and chloride-dependent creatine transporter 1 OS=Mus musculus OX=10090 GN=Slc6a8;sp|Q8VBW1-2|SC6A8_MOUSE Isoform 2 of Sodium- and chloride-dependent creatine transporter 1 OS=Mus musculus OX=10090 GN=Slc6a8;sp|Q
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	2.5	2.5	2.5	83.985	0.0028679	2.0738	0	Q8VBW5-4;Q8VBW5-2;Q8VBW5-3;Q8VBW5	Q8VBW5-4;Q8VBW5-2;Q8VBW5-3;Q8VBW5	HMG box transcription factor BBX	Bbx	5728	sp|Q8VBW5-4|BBX_MOUSE Isoform 4 of HMG box transcription factor BBX OS=Mus musculus OX=10090 GN=Bbx;sp|Q8VBW5-2|BBX_MOUSE Isoform 2 of HMG box transcription factor BBX OS=Mus musculus OX=10090 GN=Bbx;sp|Q8VBW5-3|BBX_MOUSE Isoform 3 of HMG box transcription
833520	1177400	1353600	1162400	1253000	1301700	1393300	1137100	1302700	1186900	1118200	1170800	1225800	1351800	1328400	1228100	1500900	969230	-1	16	16	16	41	41	41	60.273	0	110.05	26	Q8VBW6	Q8VBW6	NEDD8-activating enzyme E1 regulatory subunit	Nae1	5729	sp|Q8VBW6|ULA1_MOUSE NEDD8-activating enzyme E1 regulatory subunit OS=Mus musculus OX=10090 GN=Nae1 PE=1 SV=1
4619.5	5512.5	6996.5	6373.2001953125	5633.7001953125	6055	6287.7998046875	6358	7907.10009765625	5116.10009765625	6717.2998046875	4985.10009765625	5512.89990234375	6889.7001953125	5542.5	5240.5	7997.89990234375	5403.5	-1	2	2	2	6.5	6.5	6.5	29.896	0.00040789	2.886	2	Q8VBX0	Q8VBX0	Ankyrin repeat and SOCS box protein 13	Asb13	5730	sp|Q8VBX0|ASB13_MOUSE Ankyrin repeat and SOCS box protein 13 OS=Mus musculus OX=10090 GN=Asb13 PE=2 SV=1
178370	234880	272780	243190	255320	285600	299130	253180	286070	241370	232230	253300	270060	265250	285420	214290	201300	202010	-1	22	22	22	16	16	16	215.06	0	226.11	24	Q8VBX6-2;Q8VBX6;Q8VBX6-4	Q8VBX6-2;Q8VBX6;Q8VBX6-4	Multiple PDZ domain protein	Mpdz	5731	sp|Q8VBX6-2|MPDZ_MOUSE Isoform 2 of Multiple PDZ domain protein OS=Mus musculus OX=10090 GN=Mpdz;sp|Q8VBX6|MPDZ_MOUSE Multiple PDZ domain protein OS=Mus musculus OX=10090 GN=Mpdz PE=1 SV=2;sp|Q8VBX6-4|MPDZ_MOUSE Isoform 4 of Multiple PDZ domain protein OS=
747910	1073400	1174500	991190	1052100	1079700	1012900	1024400	1325100	937800	1166000	1067000	1212400	1162700	1327200	874070	871250	864940	-1	18	18	18	37.2	37.2	37.2	55.837	0	111.12	22	Q8VBY2	Q8VBY2	Calcium/calmodulin-dependent protein kinase kinase 1	Camkk1	5732	sp|Q8VBY2|KKCC1_MOUSE Calcium/calmodulin-dependent protein kinase kinase 1 OS=Mus musculus OX=10090 GN=Camkk1 PE=1 SV=1
322510	411610	598840	511400	471040	544020	516050	428740	532920	463840	476010	504290	496080	492610	521770	476570	529480	369320	-1	16	16	15	33.4	33.4	28.6	75.29	0	127.74	31	Q8VBZ3	Q8VBZ3	Cleft lip and palate transmembrane protein 1 homolog	Clptm1	5733	sp|Q8VBZ3|CLPT1_MOUSE Cleft lip and palate transmembrane protein 1 homolog OS=Mus musculus OX=10090 GN=Clptm1 PE=1 SV=1
165920	191890	255310	228280	216830	254680	232970	198790	247800	241930	222760	221270	247540	237980	242560	241370	256120	172760	-1	6	6	6	15.2	15.2	15.2	59.69	0	41.976	8	Q8VC30	Q8VC30	Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)	Dak	5735	sp|Q8VC30|TKFC_MOUSE Triokinase/FMN cyclase OS=Mus musculus OX=10090 GN=Tkfc PE=1 SV=1
42336	47042	63458	57582	56044	63898	55086	50733	74455	57071	57833	60225	52739	56624	70762	58184	54184	53501	-1	5	5	5	7.6	7.6	7.6	61.445	0	21.416	5	Q8VC31	Q8VC31	Coiled-coil domain-containing protein 9	Ccdc9	5736	sp|Q8VC31|CCDC9_MOUSE Coiled-coil domain-containing protein 9 OS=Mus musculus OX=10090 GN=Ccdc9 PE=1 SV=1
87284	116170	148160	126680	130000	141980	140970	120680	154410	126980	129860	132860	124910	126280	160830	140040	136580	104490	-1	7	7	7	17.2	17.2	17.2	74.922	0	39.336	7	Q8VC42	Q8VC42	Uncharacterized protein C18orf8 homolog	Mic1	5737	sp|Q8VC42|RMC1_MOUSE Regulator of MON1-CCZ1 complex OS=Mus musculus OX=10090 GN=Rmc1 PE=2 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	4.5	4.5	4.5	58.151	0.00040872	2.9369	0	Q8VC51	Q8VC51	Telomerase Cajal body protein 1	Wrap53	5738	sp|Q8VC51|TCAB1_MOUSE Telomerase Cajal body protein 1 OS=Mus musculus OX=10090 GN=Wrap53 PE=1 SV=1
4685.10009765625	7274	9073.2998046875	7573.2001953125	7484.7001953125	7757.89990234375	7857.7998046875	5392.7998046875	8616.2001953125	7085.2998046875	8129.39990234375	9009.7998046875	6794.7998046875	8916.7998046875	10359	7645.5	7242.2001953125	6008.89990234375	-1	1	1	1	3.8	3.8	3.8	29.435	0.0074457	1.4865	1	Q8VC65	Q8VC65	Nurim	Nrm	5739	sp|Q8VC65|NRM_MOUSE Nurim OS=Mus musculus OX=10090 GN=Nrm PE=1 SV=1
2727.19995117188	4043.80004882813	4504.10009765625	3561.80004882813	4315.5	5222.2998046875	2774.5	3166.39990234375	4038.30004882813	3913.39990234375	3747	3762.39990234375	4224.2998046875	4216.7001953125	5083.39990234375	2900.30004882813	3190.39990234375	1968.5	-1	2	2	2	6.2	6.2	6.2	70.955	0	27.53	1	Q8VC66	Q8VC66	Afadin- and alpha-actinin-binding protein	Ssx2ip	5740	sp|Q8VC66|ADIP_MOUSE Afadin- and alpha-actinin-binding protein OS=Mus musculus OX=10090 GN=Ssx2ip PE=1 SV=1
4271.89990234375	5894.7001953125	7055.2001953125	8043	6121.7001953125	7105.2998046875	6951.2998046875	5072.7001953125	7771.10009765625	6158.89990234375	6618.10009765625	5877.10009765625	8206	6651.10009765625	7450.5	7370.7998046875	9019.599609375	6464.5	-1	3	3	3	23.3	23.3	23.3	15.236	0	6.121	2	Q8VC85	Q8VC85	U6 snRNA-associated Sm-like protein LSm1	Lsm1	5741	sp|Q8VC85|LSM1_MOUSE U6 snRNA-associated Sm-like protein LSm1 OS=Mus musculus OX=10090 GN=Lsm1 PE=1 SV=1
30111	37446	41903	39112	47900	42760	56824	44121	45572	38503	30789	37084	35762	44094	38578	34824	47269	35627	-1	5	5	5	18.1	18.1	18.1	46.6	0	63.681	7	Q8VCA8	Q8VCA8	Secernin-2	Scrn2	5742	sp|Q8VCA8|SCRN2_MOUSE Secernin-2 OS=Mus musculus OX=10090 GN=Scrn2 PE=1 SV=1
42691	47773	72983	57072	71467	74681	59900	53365	57080	55774	52713	57773	69053	64533	61625	53664	60492	44749	-1	3	3	3	5.9	5.9	5.9	75.409	0	22.279	3	Q8VCB1	Q8VCB1	Nucleoporin NDC1	Ndc1	5743	sp|Q8VCB1|NDC1_MOUSE Nucleoporin NDC1 OS=Mus musculus OX=10090 GN=Ndc1 PE=1 SV=1
138190	164730	221030	195810	185800	232120	181430	175500	199610	182130	178470	190460	223480	193930	198610	172470	203670	139570	-1	13	13	13	20.2	20.2	20.2	90.82	0	68.877	16	Q8VCC9	Q8VCC9	Spondin-1	Spon1	5744	sp|Q8VCC9|SPON1_MOUSE Spondin-1 OS=Mus musculus OX=10090 GN=Spon1 PE=1 SV=1
25677	31412	45428	42191	32664	39725	32711	42131	41661	34696	38511	38625	38344	41327	45400	43761	38876	29177	-1	2	2	2	4	4	4	72.461	0	4.9876	2	Q8VCD5	Q8VCD5	Mediator of RNA polymerase II transcription subunit 17	Med17	5745	sp|Q8VCD5|MED17_MOUSE Mediator of RNA polymerase II transcription subunit 17 OS=Mus musculus OX=10090 GN=Med17 PE=1 SV=1
